id,random_forest_oof_predict
4885,3978867.56838
4886,11159557.8535
4887,3953759.95974
4888,6097216.47715
4889,4806648.58008
4890,5332349.72241
4891,3732860.40224
4892,4060931.75396
4893,6409784.43451
4894,5530867.23634
4895,4785581.82984
4896,5410076.59123
4897,4949097.9883
4898,5072846.09672
4899,10639937.8726
4900,5255503.82794
4901,4819977.90083
4903,5413817.86184
4904,5413817.86184
4905,8135357.24813
4906,4759400.21138
4907,5743328.37934
4908,2621967.5895
4909,6545589.12076
4910,3807722.0669
4911,6052500.43796
4912,10703661.5725
4913,3829374.94976
4914,5683248.08229
4915,6576695.63261
4916,10917611.2003
4917,3999710.86031
4918,5557919.73114
4919,9132195.38964
4920,6210035.43584
4921,5575067.56797
4922,6210416.50123
4923,3961946.52044
4924,6484232.06869
4925,5525247.18561
4926,5465756.86739
4927,5954947.22471
4928,5640854.8621
4929,5646994.71485
4930,4129267.66621
4931,4254932.13209
4932,4055692.86155
4933,5259228.78296
4934,5062265.30239
4935,3952815.10856
4936,10010706.6162
4937,4584910.87082
4938,12533492.6776
4939,5667738.40083
4940,18531823.2921
4941,13434928.3326
4942,5703016.32207
4943,5898391.10415
4944,4202470.8687
4945,4215692.22423
4946,6315499.47145
4947,7723865.19304
4948,3399543.07641
4949,4549237.62925
4950,6567669.87574
4951,8807920.21359
4952,4928152.55705
4953,7945237.60822
4954,6425517.00982
4955,7278929.12398
4956,5787106.60863
4957,6409836.89723
4958,3418315.58097
4959,3402636.30652
4960,4469157.98818
4961,7462532.40026
4962,3431277.72579
4963,5124997.37117
4964,10868483.8909
4965,6052500.43796
4967,5586414.5573
4968,5086610.38052
4969,5449621.54399
4970,7358343.18089
4971,6346511.50625
4972,6606741.55762
4973,3945950.5175
4974,6500084.89844
4975,9256216.05461
4976,3929339.9282
4977,7115041.09825
4978,7507780.42489
4979,5365749.65555
4980,4525006.38561
4981,7274077.6451
4982,5530867.23634
4983,6154798.58861
4984,4443242.74638
4985,3413052.26326
4986,5383430.88689
4987,4738606.98327
4988,8997229.03169
4989,4097804.54176
4990,12778144.8212
4991,5124988.39631
4992,5029033.96635
4993,5477667.99601
4994,6481489.87333
4995,6485213.15383
4996,5515424.83123
4997,6811093.36434
4998,9075892.22061
4999,6691121.69127
5000,5021507.53809
5001,3815134.8869
5002,3583386.65993
5003,4222949.49152
5004,5427252.56869
5005,5888614.14156
5006,4197314.63307
5007,5512114.31875
5008,3858254.32953
5009,8344607.08633
5010,3734258.11993
5011,4223817.16541
5012,5200594.39862
5013,5754570.88666
5015,3425355.21039
5016,6374171.92229
5018,6616961.93196
5019,7044286.34109
5020,4838132.12917
5021,9724643.26079
5022,6645845.0507
5023,8158188.42624
5024,19482371.0853
5025,3388435.89922
5026,4839682.85556
5027,3829854.84352
5028,5408306.0544
5029,7380369.67118
5030,8257462.70754
5031,7215892.02098
5032,5907757.35812
5033,5130970.20679
5034,4664347.76594
5035,3948694.19624
5036,6030601.2358
5037,3984670.06757
5038,5370829.32903
5039,5050436.11544
5040,4231256.88552
5041,12065838.2866
5042,7328639.53407
5043,5439134.45443
5044,4221337.11988
5045,3186859.22217
5046,4964406.3494
5047,6312593.32797
5048,10771841.3273
5049,3847742.85334
5050,4719103.11664
5051,6080202.17342
5052,4935519.04348
5053,10146043.6384
5054,5510691.75708
5055,5320578.76335
5056,10018116.2071
5057,6825426.87035
5058,5940995.32464
5059,5732495.94215
5061,3923931.6941
5062,6431836.25696
5063,5498231.40819
5065,3959377.22301
5066,9241452.04872
5067,7797252.77106
5068,11217083.7015
5069,6216962.19344
5070,4531913.10249
5071,5581526.18206
5072,6542882.79208
5073,3412305.2741
5074,4921032.22317
5075,3402636.30652
5076,6492661.90934
5077,3971173.16216
5078,4223286.70091
5079,4820842.1434
5080,12151161.3151
5081,4055505.79094
5082,6203341.67193
5083,6648253.00015
5084,3401269.14066
5085,37327678.4316
5086,8086736.27347
5087,5528620.55977
5088,7308699.72308
5089,6532520.23025
5090,5798006.34901
5091,3905775.16558
5092,7115606.83992
5093,9322917.52248
5094,4046089.92834
5095,11602818.404
5096,3479634.88177
5097,3216047.62412
5098,7847906.11247
5099,4245386.52783
5100,3731367.71156
5101,4611614.7766
5102,12890779.2116
5103,7646077.2626
5105,3991636.47211
5106,5026146.40612
5107,5399561.68163
5108,2538833.30111
5109,7661007.13588
5110,5681054.65541
5111,4190019.44335
5112,4528064.73683
5113,4729707.93706
5114,4222949.49152
5115,5024623.47754
5116,4749968.79349
5117,4141793.37946
5118,6493307.83269
5119,6114400.95636
5120,6159081.98994
5121,5363511.59712
5122,6470356.32807
5123,6210860.80907
5124,3827475.18423
5125,6750340.37103
5126,5771726.10366
5127,4350915.8674
5128,4173476.38328
5129,7326121.41585
5130,9601441.98517
5131,4049595.83132
5132,4162077.45104
5133,10496235.9599
5134,4397171.03376
5135,4380048.52287
5136,3396133.90608
5137,3923931.6941
5138,4435082.897
5139,7051233.63022
5140,5572058.94147
5141,7734533.69777
5142,10768326.9973
5143,5487275.56978
5144,3413052.26326
5145,3974700.64603
5146,6021872.20309
5147,5723633.3137
5148,4854653.61989
5149,5465756.86739
5150,5624353.6958
5152,7090254.51425
5153,5475707.4947
5154,6646723.5314
5155,5430376.54765
5156,3948694.19624
5157,6397767.063
5158,3417559.66722
5159,7284077.55589
5160,5397558.80755
5161,5796074.74489
5162,5527525.27486
5163,6739994.60097
5164,7611621.98962
5165,5484058.08866
5166,11651947.679
5167,4389462.42634
5168,9338088.03149
5169,4489844.66412
5170,3959377.22301
5171,6138482.63236
5172,4809914.10995
5173,10383342.999
5174,4304625.98137
5175,5062380.62945
5176,6116618.03111
5177,11433412.389
5178,5388488.01
5179,8222170.13905
5180,6632086.3668
5181,8883375.1978
5182,5368501.11839
5183,5867454.97087
5184,6464860.43894
5185,5803793.65763
5186,12060824.106
5187,4636761.73763
5188,4694652.04301
5189,3977081.51692
5190,4576794.89864
5191,6205830.45595
5192,4555069.52491
5193,10594536.1415
5194,3429877.78354
5195,6565927.88287
5196,4738606.98327
5197,5450298.58688
5198,6188043.53756
5199,6614978.54235
5200,4712252.86491
5201,7132575.70019
5202,4955562.6794
5203,4677653.1568
5204,5348496.27166
5205,5287872.56924
5206,12090054.0968
5207,5453854.63909
5208,3910025.97272
5209,3410145.94284
5210,7784751.18558
5211,11234377.6011
5212,5874384.97287
5213,5678557.33494
5214,6140620.87887
5215,6655255.12186
5216,4928822.10902
5217,6123100.13674
5218,6255396.13944
5219,6150495.20508
5220,4959183.27078
5221,4881416.17203
5222,5502219.74932
5223,3533044.86595
5224,6557495.06383
5226,5551077.35354
5227,5433425.47549
5228,5984244.6892
5229,3677392.09636
5230,6023502.54318
5232,3399777.45809
5233,5805129.46796
5234,5474480.65475
5235,5568352.23534
5236,5559171.97304
5237,5767555.87365
5238,8039580.35967
5240,4759283.80721
5241,3430104.39501
5242,7177746.43332
5243,8238598.63144
5244,6214158.04987
5245,5796074.74489
5246,10706377.1953
5247,4441597.4915
5248,5392549.17443
5249,5409874.35333
5250,4176644.22583
5251,5763909.91144
5252,5477002.49049
5253,4312245.04419
5254,3998923.25457
5255,11853045.1858
5256,4064293.04899
5257,3998142.41174
5258,5444207.49634
5259,5843233.48556
5260,5556821.48588
5261,5150785.6077
5262,6106092.95814
5263,10781130.1178
5264,3514701.70885
5265,5330800.90902
5266,7344657.9206
5267,4260073.52289
5268,7613875.78175
5269,11551638.8654
5270,4787120.21134
5271,5185923.69166
5272,6643975.92365
5273,5228905.81869
5274,8821796.1701
5275,6472252.42879
5276,4588783.76591
5277,5508344.67429
5279,6719693.11398
5280,3192750.16122
5281,4847923.82222
5282,3954133.46535
5283,4547312.85399
5284,4703087.20853
5285,10743961.8133
5286,6151525.43636
5287,3452637.77858
5288,5487275.56978
5289,3980802.62586
5290,3644203.3889
5291,6562163.21757
5292,5678557.33494
5293,4210356.93818
5294,4729707.93706
5295,6296687.63181
5296,4049685.03651
5297,6357636.02912
5299,4777761.95872
5300,24300249.7251
5301,3814951.49315
5302,11630129.0699
5303,5372054.39407
5304,4242664.65268
5305,3315563.41079
5306,5541254.46967
5307,5388820.23507
5308,5536932.98871
5309,3734460.08972
5310,3820163.06363
5311,9214839.50397
5312,5053733.65342
5313,6099935.56652
5314,4215443.61336
5315,4278175.66171
5316,5586414.5573
5317,4574605.97684
5318,3734946.80816
5319,4754205.5254
5321,5444207.49634
5322,5736806.54866
5323,5541946.50107
5324,4084550.22977
5325,5678557.33494
5326,4387049.82722
5327,3728472.36035
5328,4272095.50284
5329,5146287.91212
5330,5067622.82675
5331,5388488.01
5332,5254045.5062
5333,6056049.05207
5334,5202397.24275
5335,5432174.54438
5336,7351086.06304
5337,6154216.66402
5338,5428168.71134
5339,5427252.56869
5340,3763582.67015
5341,3908915.59791
5342,9556444.85858
5343,5274143.22177
5344,5490865.56144
5345,5324082.17812
5346,3726485.95039
5347,5413817.86184
5348,10835594.2289
5349,3312023.00798
5350,4049595.83132
5351,29599394.6452
5352,5064388.45841
5353,4397072.39803
5354,6484014.75452
5355,5507998.46295
5356,6086244.55485
5357,4318488.4573
5358,6294419.90624
5359,14691658.251
5360,5115020.34388
5361,3233711.19248
5362,6152610.27473
5363,3458794.56433
5364,5319418.38858
5365,4699114.39902
5366,4173848.74293
5367,8836782.94349
5368,4174787.94775
5369,4847923.82222
5370,3828586.57005
5371,12711483.953
5372,4984989.29974
5373,15663279.4006
5374,5755781.50937
5375,6797241.87747
5376,5508344.67429
5377,5115020.34388
5378,5683211.6429
5379,3119629.03592
5381,6456344.25656
5382,6076159.39772
5383,5731804.64602
5384,3979725.55925
5385,3633285.35063
5386,9845171.00725
5387,3646655.39555
5388,2470788.8229
5389,3837321.84696
5390,3405487.62469
5391,4730623.57567
5392,6781388.942
5393,3985418.83954
5394,5131212.05373
5395,5324613.67193
5396,5319418.38858
5398,4696999.71837
5399,5648465.98465
5400,5460208.06725
5401,6639656.97242
5402,6125646.50957
5403,5071600.42212
5404,5859527.03374
5405,4147939.37159
5406,4517308.86203
5407,6549300.7891
5408,5449744.71411
5409,3719964.21986
5410,3930587.06748
5411,6514423.07868
5412,11260591.0324
5413,4091144.05373
5414,11757553.201
5415,4393851.93568
5416,5490368.76069
5417,21480211.0055
5418,5847806.02954
5419,7342520.76804
5420,5878327.04654
5421,5508344.67429
5422,6229008.08791
5423,4149733.36508
5424,6809166.84192
5425,4839682.85556
5426,4243970.64325
5427,5852872.99016
5428,7807686.86852
5429,3458816.98927
5430,3736671.01016
5431,13231781.6571
5432,3390535.86654
5433,7832812.79575
5434,6278004.48807
5435,4452291.1998
5436,5427252.56869
5437,4963142.69951
5438,6729830.11821
5439,4924452.56061
5440,3710690.44597
5441,4074447.87278
5442,5460208.06725
5443,3971173.16216
5444,3791920.33177
5445,4871492.83346
5446,15827543.5258
5447,4701329.02705
5448,6173674.55883
5449,5836886.98646
5450,10548246.268
5451,9976765.78548
5452,4068031.53116
5453,5427252.56869
5454,6431069.31127
5455,4081208.0953
5456,4264736.73943
5457,6559741.19206
5458,7965624.90636
5459,9532106.78426
5460,6756145.76981
5461,6645098.42189
5463,6261640.25726
5464,5444207.49634
5465,4492630.56184
5466,2093106.84126
5467,5825672.19255
5468,13534598.8478
5469,3820504.8772
5470,5029284.43491
5471,5065551.84444
5472,5563460.72646
5473,7395739.70323
5474,5717554.39297
5475,5510691.75708
5476,3814951.49315
5477,3981885.0749
5478,5388488.01
5479,4135524.60336
5480,6139594.93706
5481,5074318.8448
5482,7353390.58382
5483,7761327.26498
5484,3935439.15542
5485,6021965.21395
5486,6263070.35575
5487,4787120.21134
5488,7141228.77038
5489,6038491.3749
5490,3586550.3695
5491,6590839.23752
5492,3997365.64697
5494,12069032.1972
5495,3785574.76335
5496,4834729.4026
5497,3157003.19984
5498,5000707.37063
5499,5428168.71134
5500,5861826.01968
5501,7160336.33409
5502,12718619.2768
5503,5559171.97304
5504,3728472.36035
5505,9811474.81145
5506,6649031.21921
5507,2093370.15947
5508,5388820.23507
5509,3389825.6381
5510,8487793.0499
5511,3397291.76246
5512,8474327.19413
5513,5530867.23634
5514,3710690.44597
5515,4258255.70367
5516,3418954.61824
5517,3908915.59791
5518,10764649.0387
5519,5557274.32838
5520,3380658.00709
5521,11429268.8276
5522,7058898.88775
5523,6421708.02696
5524,4558267.14715
5525,3737627.95799
5527,3797399.4834
5528,4855368.30362
5529,3388974.80118
5530,4532864.1772
5531,6474255.2439
5532,3835952.50086
5533,3926213.73688
5534,5428168.71134
5535,4213987.30259
5536,5677281.85235
5537,5708971.45232
5538,3997365.64697
5539,4853963.44987
5540,5866650.81079
5541,8298048.19209
5542,5230765.1327
5543,5130318.17856
5544,5620432.56218
5545,3937077.18382
5546,7395377.21828
5547,5309860.65574
5548,7119325.7895
5549,19212067.7183
5550,5692604.96004
5551,7879004.49818
5552,7652358.87115
5553,3785858.72699
5554,5815114.08506
5555,4961106.80605
5556,2592126.19205
5557,10922007.0386
5558,5430181.30128
5559,3785574.76335
5560,3806509.71608
5561,7174782.57087
5562,5400746.03269
5563,5427252.56869
5564,6227401.69861
5565,6116024.3906
5566,4139094.71079
5567,6212457.64595
5568,8041980.43141
5569,5989900.34073
5570,5490368.76069
5571,10505257.7439
5572,3687255.48082
5573,5395826.4526
5574,4105588.355
5575,8345671.51901
5576,10989743.7114
5577,3421965.9243
5578,5413817.86184
5579,4064293.04899
5580,4847923.82222
5581,4147939.37159
5582,6146153.37939
5583,5065789.72677
5584,6913182.65997
5585,5297188.65143
5586,3307194.9897
5587,3730919.77023
5588,5062611.37004
5589,3935940.28887
5591,3420672.52179
5592,5427252.56869
5593,3600652.42614
5594,7330539.38041
5595,5614402.32464
5596,14477567.1683
5597,7733170.59238
5598,5320815.30309
5599,10790655.8848
5600,7362951.64112
5601,5957262.28379
5602,3389648.56952
5603,5317708.78441
5604,10876014.4083
5605,3754979.3113
5607,5726067.48951
5608,5692604.96004
5609,5585215.74163
5610,3410766.52709
5611,6520619.16987
5612,8790282.39835
5613,8964873.78441
5614,4174772.1877
5615,26500734.559
5616,6069943.99677
5617,7712957.98856
5618,4147939.37159
5619,6521529.98934
5620,5536572.54795
5621,7728005.3455
5622,19754607.9541
5623,5258827.63588
5624,6245506.83689
5625,6975925.93283
5626,3418938.49177
5627,5770041.66716
5628,6930233.81227
5629,6813885.69684
5630,7373150.61601
5631,4906183.2876
5632,4264345.79022
5633,9331384.23958
5634,5815941.05848
5635,5765643.67111
5636,4510063.53566
5637,3881606.01778
5638,4690890.97836
5639,4361266.58056
5640,5210914.05644
5641,5486913.18526
5642,5426516.14047
5643,5398757.65596
5644,7088380.91112
5645,5218188.16114
5646,3789081.81856
5647,4419261.72651
5648,6381947.07268
5649,7883979.04241
5650,5855125.86218
5651,2970131.3828
5652,4170388.49971
5653,7540089.25844
5654,6922883.34344
5655,4255144.053
5656,6737054.37608
5657,8948670.81604
5658,6640269.19874
5659,7156312.46163
5660,5807063.77766
5661,3706032.95314
5662,4091560.81868
5663,6864936.14766
5664,8805844.41222
5666,3527156.19825
5667,4037940.65996
5668,6596986.44646
5669,4020932.2437
5670,4179570.5962
5671,7472344.94706
5673,6619083.20943
5674,7215701.72558
5675,16251956.0842
5676,9910986.25183
5677,4867888.40332
5678,7280165.78079
5679,11686133.1797
5680,4402955.14765
5681,6455909.23579
5682,9035759.44666
5683,8155612.24756
5684,6143342.70708
5685,6561711.60909
5686,3931754.02172
5687,6814872.66302
5688,5375341.93096
5689,3640280.96515
5690,6268027.80617
5691,5616306.92543
5692,13139463.2977
5693,4860097.85635
5694,4198534.91882
5695,3677392.09636
5696,4921710.0397
5697,5395772.99402
5698,5243151.83178
5699,6501007.06103
5700,6029272.99862
5701,3174435.11994
5702,5576128.74637
5703,7717196.19359
5704,6454050.75793
5705,5337335.53585
5706,8508135.18617
5707,5745107.11218
5708,8939602.58619
5709,5714830.62759
5710,4317243.32194
5711,5741777.00475
5712,3763582.67015
5713,5309719.81491
5714,6159081.98994
5715,4729797.6959
5716,12804367.5519
5717,6117688.12768
5718,6736367.29618
5719,6021872.20309
5720,5355031.75433
5721,6528719.4473
5722,5911165.23848
5723,17842186.6418
5724,3938990.11424
5725,6366295.3275
5726,6054463.18372
5727,6181207.8562
5728,5755293.08601
5729,3949005.77081
5731,40772520.4375
5732,6424163.83732
5733,5033816.50985
5734,4275705.84947
5735,4137610.22262
5736,5635977.83827
5737,6528246.13925
5739,3423255.47213
5740,5431330.84235
5741,5231894.57774
5742,4051898.12801
5743,5397520.34657
5744,6648253.00015
5745,4278878.11508
5746,5309503.01917
5747,15451634.3778
5748,4522957.87082
5749,7212431.41624
5750,5092537.57426
5752,3408079.19181
5753,5099811.12092
5754,4851615.72986
5755,5614827.57671
5756,4147939.37159
5757,5429803.42441
5758,14561208.6476
5759,5397520.34657
5760,4110637.50194
5761,5397520.34657
5762,4287146.45113
5763,4692400.65178
5764,5397368.66088
5766,5039791.28967
5767,5376049.49244
5768,11419308.3933
5769,6108405.8742
5770,7553581.22718
5771,4672264.39008
5772,10319499.3807
5773,4766447.59217
5774,9476400.39509
5775,4750307.17014
5776,5837689.35232
5777,4699114.39902
5778,2165565.46661
5779,5929341.10133
5780,9052201.30838
5781,4787120.21134
5782,19608021.9557
5783,14621292.0464
5784,4760516.75147
5785,6399670.38468
5786,5409874.35333
5787,6009476.4165
5788,6113702.90363
5789,6668687.62327
5790,23512717.7023
5791,5063500.39317
5792,4823763.66304
5793,4613707.81059
5794,5309717.30322
5795,8337576.18909
5796,2138398.20865
5798,6036186.15464
5799,3419420.42064
5800,5685172.51534
5801,6527465.84117
5802,4759490.89896
5803,6877964.88837
5804,4057568.43722
5805,30177686.2121
5807,8197720.00211
5808,5147679.72375
5809,4400551.03601
5810,6444684.81038
5811,5179494.26414
5813,5098368.80128
5814,3782560.45495
5815,5256118.03248
5816,4769508.25319
5817,6353669.31351
5818,5472814.05921
5819,8123614.12327
5820,4892780.20867
5821,6073896.79983
5822,5035922.27574
5823,17071081.3353
5824,5035922.27574
5825,4856524.30433
5826,5430376.54765
5828,6557396.08803
5829,6520619.16987
5830,4915649.05018
5831,4093047.80948
5832,9997369.68691
5833,6505753.87687
5834,12381510.5593
5835,4388851.19255
5836,7343528.79128
5837,4307864.61584
5838,5659945.82831
5839,9181342.89612
5840,4090947.02296
5841,4357595.33713
5842,10587561.0449
5843,4293994.89525
5844,5285452.83576
5845,5588916.03694
5846,3893927.10188
5848,5337642.35796
5849,5129306.75919
5850,5423357.43651
5852,12700361.9026
5853,5460128.5964
5855,3745187.46225
5856,6474632.61437
5857,8787409.07152
5858,3501474.80261
5859,5242382.91013
5860,4732287.68236
5861,8290532.62332
5862,3431966.21207
5863,6620876.69476
5864,13023634.0966
5865,4254932.13209
5866,6520419.62554
5868,3814951.49315
5869,3969950.98406
5870,5648893.61962
5871,6372099.07362
5872,2212970.19408
5873,3993274.49735
5874,4700499.39461
5875,6182308.06699
5876,5278811.29668
5877,3388622.24164
5878,6413832.77463
5879,4124896.27132
5880,10730728.7759
5881,11065414.8166
5882,5707608.03478
5883,4605679.74538
5884,6136825.88975
5885,5554452.17998
5886,5985079.76392
5887,4015600.4446
5888,6642484.759
5889,4941791.12015
5890,8285998.42961
5891,7064762.70922
5892,6624982.72287
5893,5573851.46681
5894,10279027.1045
5895,4166982.22535
5896,4982248.89078
5897,6135897.49036
5898,6489812.93069
5899,6168072.74807
5900,6069736.17723
5901,2131204.40969
5902,4364446.80168
5903,4133052.64403
5904,4142959.28543
5905,15894964.9434
5906,9077000.55002
5907,3908915.59791
5908,6518429.18388
5909,3738536.26411
5910,3709173.06239
5911,12052154.5896
5913,5754765.01162
5915,4392474.48861
5916,10295290.2708
5917,7571393.28175
5918,5672802.14757
5919,5124401.75335
5920,7521824.87507
5921,10595702.496
5922,4930677.0262
5923,6160688.37924
5924,7588088.0841
5925,4970373.37602
5926,8302207.64139
5927,6012936.91508
5928,4670802.70286
5929,6161232.28421
5930,4945275.28092
5931,4273501.17268
5932,2619505.74466
5933,5424047.92332
5934,5393312.8756
5935,4770075.29119
5936,6108815.44522
5937,6958647.08757
5938,6458724.45045
5939,7274697.74359
5940,8466777.77564
5941,6771528.6431
5942,4024235.12942
5943,5966053.99452
5944,5113460.88098
5945,9512103.16847
5946,2655568.48696
5948,8933462.75042
5949,4923948.59167
5950,6405898.26586
5951,6577049.89444
5952,5459154.57986
5953,7301912.52331
5954,9625804.3963
5955,5099778.72408
5956,7975096.65216
5957,4909848.6983
5958,4264628.41661
5959,9759533.12771
5960,3995416.88037
5962,6147528.62327
5963,5544216.38079
5964,10210326.4225
5965,5202441.74871
5966,6302659.95931
5967,5101280.46359
5968,4839779.96906
5969,6503315.20721
5970,14732749.2548
5971,18273432.298
5972,6979582.99834
5973,10600005.9958
5974,5616325.58318
5975,5423590.64218
5976,4894742.76595
5977,9527142.8441
5978,8139624.98843
5979,4826345.4869
5980,6251623.56072
5981,4937344.5858
5982,7025566.37058
5983,3502137.40811
5984,6013227.89071
5985,6741971.70231
5986,4105588.355
5987,6623125.37401
5988,3822454.55457
5989,6278004.48807
5990,5719001.29861
5991,3963379.77878
5992,4173476.38328
5993,6227117.17183
5994,4954534.8172
5995,6129777.15491
5996,7359878.41167
5997,5403310.44545
5998,5533045.04361
5999,6414749.88226
6000,3734946.80816
6001,3806563.7832
6002,24498071.465
6003,6141060.63985
6004,13679513.1573
6005,7266935.72441
6006,6554846.32307
6007,5495845.36414
6008,6324667.90232
6009,6430851.89028
6010,5920921.8538
6011,8233186.69966
6012,4971936.18213
6013,5759743.57474
6014,5392516.55944
6015,3390072.6998
6016,11006075.8922
6017,6748939.27362
6018,7658236.30958
6019,11847221.4281
6020,4440746.02789
6021,5073582.36808
6023,4692612.13253
6024,5583414.92767
6025,4535455.6108
6026,4245386.52783
6027,8791466.78748
6028,6212108.3299
6029,5022488.65962
6030,4045247.78049
6031,4359478.11158
6032,6150565.70434
6033,3410758.30074
6034,9560551.96685
6035,5302211.96482
6036,6698426.1476
6037,5802289.41144
6038,9178306.32285
6039,7212791.59565
6040,6968331.27197
6041,4310609.09315
6042,4915151.96843
6043,5472177.24492
6044,11938798.8749
6045,6489553.01414
6046,5748311.88737
6047,7646044.24586
6048,9206417.29439
6050,6872516.28348
6051,5591968.63479
6052,5917435.96031
6053,3754979.3113
6054,6505758.58937
6055,3308153.8487
6056,5295448.89258
6057,11448593.7786
6058,5730651.00978
6059,5533366.62798
6060,8467160.85873
6061,12373993.6377
6062,5672728.09645
6063,25377235.0422
6064,9149332.54268
6066,4889355.03089
6067,3399543.07641
6068,3741266.63219
6069,6564625.37451
6070,4965579.15198
6071,5717554.39297
6072,6239488.33603
6073,6328983.32076
6074,7446040.27351
6075,4298278.56641
6076,4837510.50142
6077,6397144.34747
6078,5436222.38184
6079,3398049.16691
6080,3754979.3113
6081,4534402.38383
6082,11698324.338
6086,5389259.24667
6087,8386099.72918
6088,3982306.61762
6089,10155821.3442
6090,5405994.34412
6091,8741913.71083
6092,12064511.3515
6093,3830842.44896
6094,7236510.64358
6095,13081780.4056
6096,5470341.84663
6097,4861519.35838
6098,6549300.7891
6099,4950307.27062
6100,3978173.1244
6103,5477818.20714
6104,5530867.23634
6105,5582438.76631
6106,4164383.59217
6107,3948710.0598
6108,5530236.13385
6109,10866478.439
6110,5476420.88085
6111,23590313.443
6112,8822378.78823
6113,21264451.2039
6116,5605190.11179
6117,11188614.2655
6118,3902135.23808
6119,6230846.84953
6120,7684034.53308
6121,5657302.44628
6122,5789380.99752
6123,5731140.39198
6124,4052347.76128
6125,11320199.4586
6126,4123952.79448
6127,6196812.9679
6128,6490909.04257
6129,5929998.73507
6130,7513867.92344
6131,8522310.50597
6132,4547736.10867
6133,12624812.9173
6134,10797968.3031
6135,5143955.33402
6136,4051898.12801
6137,12756661.5395
6138,3481318.15924
6139,7136784.4309
6140,5161542.65339
6141,10830488.8458
6142,5066518.60591
6143,4147939.37159
6144,6129939.65649
6145,5144606.30481
6146,3530915.28109
6147,5697759.8733
6148,5429478.45965
6149,20341825.8326
6150,4558909.65424
6151,6610015.3229
6152,9039484.7429
6153,5794623.89888
6154,7332152.50106
6155,2043785.51947
6156,7727650.97497
6157,3978024.73342
6158,6577049.89444
6160,4741406.88535
6161,6363229.08673
6162,3976865.82258
6163,5762776.00474
6164,7468785.83994
6165,7684433.2773
6166,3755028.17173
6167,6567427.27748
6168,6028588.70215
6169,5793202.33045
6170,4787120.21134
6171,3892469.12998
6172,6212262.98201
6173,3438057.29664
6175,10930224.1397
6176,7890586.64935
6177,3980989.73743
6178,7335465.52854
6179,6559185.3405
6180,5440596.4124
6181,13150740.5926
6182,3426028.23795
6183,4926214.61685
6184,5478227.87765
6185,5054453.20074
6186,5357275.45203
6187,9011877.75731
6188,6160688.37924
6189,6480476.90673
6190,12867012.2088
6191,3425381.29847
6192,5440596.4124
6193,4255598.61403
6195,5805790.81175
6196,3367622.90434
6197,8593382.82704
6198,6864757.72881
6199,3830208.99482
6200,6182064.92755
6201,5258298.18639
6202,6785546.82515
6203,5552415.28909
6204,6381275.77715
6206,6520843.73719
6207,5982749.26363
6208,12607607.6574
6209,4074780.77074
6210,5344566.76189
6211,4954927.0065
6212,5744106.52563
6213,5095004.70318
6214,7300353.11282
6215,3948710.0598
6216,13070842.964
6217,6021965.21395
6218,4820149.03053
6219,4248692.59582
6220,4083778.12139
6221,4941493.62815
6222,4477837.64145
6223,6000503.43624
6224,5987781.81549
6225,5832818.8548
6226,5976753.962
6227,9048267.74103
6228,3937294.17666
6229,2621089.69497
6230,10993719.4469
6231,10503742.3618
6232,5552585.04031
6233,5424047.92332
6234,7448430.68566
6235,5227156.09609
6236,6008780.44903
6237,4105588.355
6238,5603124.53407
6239,19748380.9053
6240,12792626.9015
6241,5566332.38415
6242,7441951.44709
6243,3402978.9767
6244,8051743.01436
6246,8907255.32544
6247,7382009.28157
6248,2647995.10337
6249,21635558.343
6250,5474159.08101
6251,8795805.53389
6252,4185709.4812
6253,5779634.17293
6254,6049047.11169
6255,5548055.45588
6256,5462019.63841
6257,6021872.20309
6258,3954494.53289
6259,6460328.74839
6260,10579343.0822
6261,5365792.74215
6262,5997823.85192
6263,10666331.3449
6264,6481303.51209
6265,7744626.62215
6266,5717554.39297
6268,6369052.2369
6269,3096596.45627
6270,5424013.84466
6271,5567873.75603
6272,10539572.238
6273,5589545.14038
6274,6020243.64931
6275,7238271.22335
6276,6556896.04139
6278,5227463.59886
6279,12809604.5273
6280,4402303.42636
6281,6584726.17438
6282,4231922.23852
6283,5196303.03625
6284,5674816.09462
6285,10695136.7707
6286,7918974.85816
6287,4926266.3069
6288,5327538.68482
6289,5551330.3684
6290,6067282.00038
6291,4074780.77074
6292,5318782.06229
6293,6105094.5411
6294,6085868.96503
6295,6504418.55365
6296,3975556.8983
6297,9013618.0587
6298,8158188.42624
6299,5798836.53496
6300,4320097.14341
6301,2298511.88958
6302,8470467.61295
6303,7873876.82982
6304,4997159.42337
6305,10605015.2995
6306,6390165.11872
6307,6022607.91902
6308,6309965.13886
6309,5026191.10772
6310,6137277.86666
6311,7704106.75182
6312,5512114.31875
6313,8296515.43841
6314,9881227.06234
6315,5710617.55899
6316,5435522.14929
6317,6021872.20309
6318,5271824.66939
6319,8911169.49969
6320,10507845.381
6321,5919614.51153
6322,31517676.3051
6323,15908685.1359
6324,7423185.40653
6325,8146065.9531
6326,5844305.67114
6327,4176644.22583
6328,5036933.04779
6329,4915343.82847
6330,4223286.70091
6331,7451109.94973
6332,3970066.29669
6333,3323700.23223
6334,4393610.26739
6335,5755346.55511
6336,5490368.76069
6337,4088533.60512
6338,5660306.21238
6339,4683300.55014
6340,3937220.59702
6341,12215695.6574
