extratrees_oof_predict,id
5392155.45765,6261
5706268.21612,6262
10180651.4224,6263
6248227.84862,6264
7848917.88048,6265
5714477.80945,6266
6247645.15043,6268
3244984.24257,6269
5434335.23418,6270
5580455.72357,6271
10268714.9075,6272
5641240.65192,6273
6015653.8003,6274
7221025.63708,6275
6323777.31961,6276
5594461.10759,6278
12349853.1412,6279
4281326.00822,6280
6625955.01774,6281
5074285.41314,6282
5239264.76113,6283
5251369.00541,6284
9983528.71834,6285
7581840.33305,6286
5023709.53353,6287
5672882.5876,6288
5527707.42286,6289
6251843.268,6290
3960381.69479,6291
4986784.11114,6292
6200878.16468,6293
5939244.28666,6294
6216926.48885,6295
3976880.69873,6296
8832462.44459,6297
8501409.62583,6298
5781303.37896,6299
4492773.48575,6300
2464055.28976,6301
8673556.4807,6302
7380155.58351,6303
5036247.60611,6304
10702088.9466,6305
5912017.57886,6306
5777761.67722,6307
6448141.43759,6308
5285051.69768,6309
5973436.68649,6310
8334885.01668,6311
5765720.33538,6312
7987817.38024,6313
10755974.4213,6314
5735945.20239,6315
5789435.01413,6316
6049440.21329,6317
5432987.27038,6318
9129379.91538,6319
11005294.7986,6320
6021237.31213,6321
29291230.3782,6322
16290318.6118,6323
7476302.54454,6324
8109333.0627,6325
5838103.78465,6326
4387238.84972,6327
5122684.29701,6328
5103211.71049,6329
4701085.35835,6330
7838118.49513,6331
4004783.85765,6332
3711426.02362,6333
4242098.71623,6334
5795108.69135,6335
5810276.68565,6336
4666872.98138,6337
5924349.70994,6338
5080043.79424,6339
4109542.13383,6340
12673974.3087,6341
4425173.35587,6342
4356961.17578,6343
5723610.09017,6344
5725020.30448,6345
3869135.04858,6346
8669510.60628,6347
6109352.66909,6348
5868036.63871,6349
11528680.7279,6350
3672762.3915,6351
5740674.18609,6352
3386253.01857,6353
8577364.45679,6354
3658352.36403,6355
3703651.71134,6356
5661365.92672,6357
6558482.98908,6358
19717311.7438,6359
3833800.24605,6360
15829786.4242,6362
6830559.14049,6363
6104391.74607,6364
6516742.70079,6365
5491166.81882,6366
10277864.9064,6367
5306400.93946,6368
5741971.39222,6369
6219416.36346,6370
10748606.5425,6371
3989492.06032,6372
5237333.03257,6373
7302397.45694,6374
17051589.0961,6375
2195725.6441,6376
7165515.4364,6377
22494620.4481,6378
21383723.0244,6379
4976260.56832,6380
7360937.92071,6381
8495554.96065,6382
7523635.17715,6383
8477980.19629,6384
15929050.1634,6386
5681733.26889,6387
5460217.2067,6388
4004783.85765,6389
4336403.29145,6390
5810321.22861,6391
5665140.91594,6392
10718975.572,6393
7477850.9262,6394
4092313.43539,6395
10020066.7855,6396
9245656.17494,6397
9040685.18098,6398
5728102.2279,6399
5824862.39473,6400
5677071.62553,6401
5557919.4928,6402
7406866.08624,6403
5037139.39182,6404
5776825.32521,6406
5633444.90097,6407
5785220.72317,6408
7491223.69384,6409
3629149.56364,6410
4989858.96489,6411
6089817.32774,6412
7450300.9554,6413
6765313.26841,6414
5185350.72589,6415
14523590.3666,6416
5733870.20802,6417
22146239.9568,6419
5553656.59503,6420
4486384.3695,6421
7924979.04475,6422
7971480.93303,6423
5151062.47113,6424
6130793.85734,6425
7103385.90669,6426
3629149.56364,6427
5399536.11921,6428
10752492.7078,6429
6457913.96906,6430
5970631.61787,6431
9317479.13264,6432
3952737.70971,6433
12441081.2911,6434
6912705.42468,6435
17504846.1118,6436
4934698.0209,6437
6179980.3477,6438
3701267.8809,6439
5943688.12153,6440
7648864.71176,6441
5563063.91889,6442
6338379.12823,6443
6498078.85668,6444
4774274.84617,6445
5644958.16163,6446
3699053.34641,6447
11493376.6812,6448
7144568.86304,6449
4797561.60729,6450
6377634.91318,6451
6297508.73818,6452
6331189.67911,6453
5034559.21847,6454
5706368.31908,6455
5612507.35105,6456
6316220.49102,6457
3695123.96728,6458
3863324.62245,6459
5526348.39524,6460
9472445.99338,6461
9444036.56167,6462
5329648.10342,6463
5752430.3004,6464
5817416.65179,6465
5674138.28929,6466
6695973.09136,6467
8998598.84547,6468
9384500.53595,6469
6323528.39131,6470
5066077.09112,6471
5575221.55731,6472
5703867.81265,6473
3897945.04885,6474
6236751.86082,6475
8354713.64089,6476
7575306.75658,6477
6772831.97208,6478
6162900.67609,6479
5125018.31578,6480
5103930.47821,6481
6291871.54368,6482
5393759.24501,6483
6188708.1564,6484
10808402.417,6485
9096098.06881,6486
6719410.14782,6487
7691133.73127,6488
3759908.23399,6489
6399083.63906,6490
5277124.55188,6491
4355236.21361,6492
11287054.1057,6493
4032470.6443,6494
6342281.24719,6495
7642602.9563,6496
10395225.736,6497
5721908.72057,6498
7296011.14393,6499
8509442.40989,6500
10713426.9172,6501
8555577.30749,6502
10391171.4341,6503
4210248.22046,6504
5164616.64684,6505
5249005.54356,6506
12235456.0863,6507
9963722.64301,6508
4784435.41517,6509
12002553.4216,6510
6111793.27709,6511
7418451.52628,6512
5910217.19649,6513
8869477.02435,6514
5688205.53658,6515
9590822.37661,6516
7999801.84664,6517
3922580.23467,6518
7909108.74901,6519
9201727.53613,6520
5532041.67443,6521
4377324.49899,6522
10795617.6447,6523
5838409.9088,6524
6670262.40301,6525
6029164.73032,6526
4364169.99157,6527
5847363.3217,6528
4032470.6443,6529
4059749.7848,6530
8588854.25082,6532
6202519.04659,6533
11750583.7983,6534
7978307.59342,6535
8972225.64883,6536
5795779.60212,6537
11444109.1758,6538
8162930.16799,6539
5745979.47829,6540
4149623.90429,6541
3803897.1617,6542
7561804.67741,6543
5796905.88027,6544
12879955.8489,6546
3666282.16639,6547
11888563.9231,6548
9082145.6129,6549
3847319.93233,6550
5341201.44852,6551
8580467.67858,6552
3638350.73783,6553
5453983.33477,6554
3977116.48598,6555
6432835.32238,6556
10532177.0377,6557
3977639.83201,6558
4156084.15066,6559
12762661.2477,6560
6367629.6806,6561
7437997.22721,6562
6037915.58148,6563
10430340.6184,6564
5152126.58671,6565
4814691.39344,6566
5200540.62174,6567
6056215.47032,6568
3979691.03564,6569
4944088.36448,6570
6517909.31773,6571
8359544.59115,6572
6122099.93923,6573
3734208.98319,6574
5526241.36902,6575
6560601.44834,6576
5450090.73057,6577
8339436.09557,6578
15801205.14,6579
8761164.95435,6580
5559782.70202,6581
5724813.33713,6582
4320658.10207,6583
7572367.28574,6584
5843577.15521,6585
6471046.61392,6586
6323275.36512,6587
6049440.21329,6588
11652083.8228,6589
4890800.40335,6590
5477236.54579,6591
5422619.11747,6592
5400068.61656,6593
11501572.5544,6594
2262075.17684,6595
22206838.0973,6596
5384193.29239,6597
5397054.10696,6598
6183675.87523,6599
5193460.67053,6600
4570797.84423,6601
14560221.692,6602
3667432.26886,6603
5097689.89533,6604
10930681.2302,6605
12030398.9942,6606
5672029.92895,6607
4899615.74256,6608
4566883.15008,6609
6040031.34738,6610
3800602.12828,6611
3954609.90276,6612
6083706.09525,6613
5102780.71962,6614
6490010.84471,6615
5443515.38619,6616
8128841.6767,6617
4708880.9305,6618
4976260.56832,6619
4364169.99157,6620
5506628.69627,6621
7558051.89067,6622
5915900.21465,6623
7134252.79578,6624
6237927.59764,6625
5180336.7363,6626
9064224.8682,6627
3689413.46991,6628
7959405.52771,6629
4955342.83611,6630
4521772.79226,6631
3931046.95061,6632
5588514.13616,6633
21581594.3448,6634
4477221.75929,6635
4439854.93253,6636
6246473.82023,6637
4930479.95926,6638
4091037.51225,6639
6673016.44586,6640
6126787.66325,6641
8506480.6337,6642
4355236.21361,6643
7225437.80396,6644
6288274.66561,6645
6379153.74209,6646
4655550.28352,6647
4349269.93994,6648
4621230.83417,6649
5918718.86447,6650
5987561.34554,6651
3956897.63191,6652
9654521.0183,6653
5126959.29374,6654
4213194.62895,6655
5781988.16789,6656
6327161.54608,6657
6259678.01809,6658
7871606.00178,6659
7014472.29029,6660
11411695.7683,6661
3813674.22422,6662
4346595.68602,6663
4682438.84472,6664
8442505.25902,6665
5917655.21317,6666
6049440.21329,6667
4763122.19146,6668
5406416.22745,6669
5460530.31698,6670
6488821.97817,6671
6818724.72201,6672
3973725.66177,6673
6295139.76117,6674
6235881.71621,6675
5654057.81742,6676
5355933.22444,6677
3628443.90569,6678
11742562.6204,6679
4013937.99155,6680
6700105.67219,6681
6363556.58662,6682
17384819.5186,6683
6260156.22263,6684
3988326.19084,6685
5756545.60187,6686
4004815.22537,6687
7982387.06793,6688
6255115.71432,6689
6181509.28766,6690
5576034.41118,6691
10764319.9134,6692
6601392.74963,6693
3689161.04143,6694
6068593.44308,6695
4636610.99837,6696
6310160.71785,6697
7640683.02317,6698
5836783.74548,6699
4424006.65855,6700
11802362.3105,6701
11659548.6973,6702
13658349.057,6703
5619824.89321,6704
6260939.46481,6705
7825377.25767,6706
4425173.35587,6707
8877163.74749,6708
11858137.1803,6709
5816787.46082,6710
6586813.64803,6711
7725292.07548,6712
3720884.82305,6713
5830905.91713,6714
9051058.97968,6715
5400010.39631,6716
6157457.18312,6717
5287497.48693,6718
5539345.18117,6719
3971249.64967,6720
12952029.797,6721
6245741.18674,6723
16607694.6473,6724
7873895.1913,6725
12091284.1455,6726
4006478.6194,6728
12139704.4642,6729
6425644.34266,6730
6429504.53566,6731
7533816.78398,6732
5883477.47639,6733
4019561.26239,6734
6247698.66684,6736
4047984.07545,6737
4114746.47133,6738
5558604.68437,6740
5924941.67285,6741
5039795.03615,6742
6355243.43575,6743
6468246.98532,6744
5490096.97736,6745
6198562.52293,6746
5879097.60366,6747
9539902.92657,6748
6104391.74607,6749
5957239.06934,6750
9601769.80176,6752
5488826.19042,6753
3850406.55575,6754
5772579.22158,6755
2210302.97573,6756
4995837.94736,6757
8621993.83762,6758
4606743.55605,6759
6005997.66441,6760
3719931.31379,6761
4982496.1051,6762
5442425.12399,6763
5485497.02185,6764
10588748.4707,6765
10977684.711,6766
7534744.39689,6767
6688830.64583,6768
6042718.87402,6769
6368481.50499,6770
6451278.65648,6771
4656256.45912,6773
3901880.47211,6774
3474131.92301,6775
5857234.55287,6776
10591637.9362,6777
6428036.42944,6778
6255115.71432,6779
17806415.5023,6780
6289759.09508,6781
7439151.46633,6782
4982187.54049,6783
6037996.80466,6784
10891246.5112,6785
5613165.35217,6786
5501377.80005,6787
5467650.33819,6788
5424046.23458,6789
3681619.43118,6790
6201644.03602,6791
6442796.9335,6792
5131028.92366,6793
7663873.72943,6794
4585484.22909,6795
6109503.90567,6796
5793417.87315,6797
5406822.46613,6798
6346015.9631,6799
7934170.02708,6800
11023472.8937,6801
6007405.01754,6802
3960381.69479,6803
5621373.67309,6804
9846445.25578,6805
8352918.50816,6806
5324217.41672,6807
7551190.60317,6808
4921020.61874,6809
4981308.78434,6810
3591915.70292,6811
6471617.20804,6812
6056215.47032,6814
5365686.60069,6815
6324161.01063,6816
5996978.55132,6817
3877352.05953,6818
3960312.18571,6819
3911495.38282,6820
4028017.60543,6821
6451278.65648,6822
5662513.96929,6823
7269346.44289,6824
10808611.9153,6825
5865396.55503,6826
5748445.98797,6827
6185884.20784,6828
5454879.40844,6829
9928677.89129,6830
3767407.48622,6831
3963222.59986,6832
4651487.90852,6833
5777804.64701,6834
4011709.52032,6835
24138601.6191,6836
3730728.18089,6837
7080859.70342,6838
4955342.83611,6839
10163858.4422,6840
3874329.21221,6841
5974115.59004,6843
4271094.02357,6844
5142270.69319,6845
6107211.52737,6846
12372192.4129,6847
5437800.00732,6848
5591900.90806,6849
10808611.9153,6850
7472148.53745,6851
4276124.7069,6852
5151062.47113,6853
12761056.3105,6854
6519987.19835,6855
8851619.86397,6856
3922951.62701,6857
5485936.99591,6858
6954029.84111,6859
6247124.5889,6860
5776248.49013,6861
6152507.389,6862
16774250.8682,6863
5640427.50212,6864
3668978.3696,6865
6152579.01956,6866
3877352.05953,6867
6203958.50174,6868
3994112.96974,6869
18510069.7782,6870
4418504.78796,6871
8513923.24921,6872
5497033.19581,6873
7864919.23156,6874
5517842.98875,6875
10752702.2061,6876
5331837.01557,6877
4017957.03405,6878
5319834.74313,6879
6075796.12948,6880
8395313.51747,6881
6225705.86475,6882
5758766.56749,6883
4364169.99157,6884
4955342.83611,6885
6113612.8023,6886
8027205.08823,6887
5233184.79932,6888
5995026.40632,6889
3698688.83283,6890
5111813.82638,6891
9522300.58911,6892
4364169.99157,6893
4346595.68602,6894
7412397.31041,6895
6356351.76065,6896
5767482.0421,6897
8685796.56907,6898
3701526.54131,6899
5672029.92895,6900
4731180.8164,6901
4028017.60543,6902
8282556.70408,6903
5478301.04755,6904
11827474.8742,6905
11614111.4357,6906
14495830.9128,6907
6297079.67841,6908
6480298.4323,6909
7658980.69297,6910
8644789.01592,6911
24470997.4547,6912
10233764.2668,6913
6812072.33705,6914
5812429.51397,6915
5718034.59676,6916
11140485.8643,6918
4012948.27463,6920
5417993.52593,6921
10851079.4683,6922
3681619.43118,6923
10767766.7795,6924
5810435.58708,6925
9106421.5396,6926
4292321.47502,6927
4956198.1159,6928
5381539.90107,6929
7540346.8459,6930
6187385.06272,6931
7061776.30987,6932
5259043.40138,6934
7545175.25954,6935
7650782.0554,6936
5493465.18893,6937
14597401.1838,6938
5270506.17758,6940
5419470.74791,6941
20115741.2093,6942
3671559.32748,6943
5748061.36439,6944
6085986.48371,6945
5846801.16139,6946
5548971.10884,6947
9691747.50463,6948
7753292.9106,6950
10590501.7163,6951
6376051.15562,6952
7059515.46892,6953
6754634.16328,6954
5807241.83069,6955
4346595.68602,6956
5799755.2858,6957
3924488.6193,6958
7326780.95502,6959
9412820.27433,6960
4677122.38068,6961
3922951.62701,6962
5401093.55536,6963
8139802.4245,6964
5618774.97179,6965
3685385.5428,6966
5807484.6353,6967
4017957.03405,6968
4902586.43031,6969
4862520.38574,6970
7670743.86446,6971
6028318.15468,6972
6230817.96068,6973
4364169.99157,6974
3678735.47296,6975
5804877.01036,6976
6229771.95952,6977
4020758.17317,6978
23985575.3788,6979
3954609.90276,6980
6168926.77689,6981
4642598.90246,6982
6124269.18136,6983
6270978.35317,6984
5302511.31301,6986
5416559.05498,6987
6122099.93923,6988
6763636.05175,6989
5971369.9793,6990
29007134.5621,6991
6326144.44625,6992
10912353.3556,6993
4013937.99155,6994
4723797.12822,6995
6168535.0715,6996
5395068.61266,6997
8514604.36276,6998
5341201.44852,6999
5744946.72006,7000
5014096.17496,7003
6324161.01063,7004
9348750.31423,7005
6071529.72605,7006
4621674.41883,7007
6332160.4809,7008
4946533.02918,7009
5714346.63943,7010
6319094.83177,7011
3810004.23876,7012
5544986.62062,7013
4946533.02918,7014
5481486.89514,7015
5774545.44416,7017
4791709.43818,7018
7882845.88246,7019
7391764.73089,7020
5281481.9816,7021
23913714.7759,7022
6194155.20073,7023
5151062.47113,7024
14586262.7781,7025
4364401.50831,7026
4448927.6838,7027
4955342.83611,7028
5673177.94228,7029
5760601.29873,7030
13047498.4856,7031
6162612.41292,7033
5621843.93612,7034
5675452.90847,7035
8211104.939,7036
6221714.12994,7037
9445427.03774,7038
6523190.35342,7039
4859563.57347,7040
5818602.71117,7041
6857383.17859,7042
3999393.59788,7043
5453895.74145,7044
5493554.49696,7045
5661317.42499,7046
5303751.69453,7047
5355858.62875,7048
3174684.40223,7049
5167828.34812,7050
6245094.44248,7051
5583732.24655,7052
6609111.46981,7053
5706872.47644,7054
5703476.3622,7055
8253712.44413,7056
5476083.64929,7057
4976260.56832,7058
8562682.96242,7059
5814348.54446,7060
5661624.03611,7061
3770365.50333,7062
6152935.33082,7063
10961774.6883,7064
5131028.92366,7065
4641707.32224,7066
5769749.57768,7067
11180659.9936,7068
8323077.84588,7069
3624028.54297,7070
11990336.6595,7071
5345298.78726,7072
7804660.87947,7073
5370212.64327,7074
9771362.61121,7075
10266782.7838,7076
5041851.63138,7077
3780668.88646,7078
5499185.16636,7079
6987239.48479,7080
5812916.08948,7081
6290375.7717,7082
5060582.35838,7084
5003215.13993,7085
3703290.40165,7086
5198892.15414,7087
11196886.0958,7088
4020833.60383,7089
5847179.74618,7090
4364169.99157,7091
4308245.30408,7092
6203543.79221,7093
4860773.82958,7094
5121839.30876,7095
4953625.47765,7096
8386249.04922,7097
5765720.33538,7099
9759926.46948,7100
5611175.33981,7101
14546280.0482,7102
4270424.85757,7103
4757102.52183,7104
11498832.354,7105
4994878.09136,7106
3409130.88922,7107
3805474.05259,7108
5133376.1762,7109
5808598.60454,7110
4749760.3388,7111
14124034.9842,7112
6142348.92924,7113
4474177.36712,7114
7893101.40679,7115
5716877.83629,7116
9160128.39854,7117
7565315.66834,7118
6152579.01956,7119
5860134.16365,7121
5030970.23413,7122
8766127.33656,7123
3646446.45052,7124
9227937.49858,7125
5876691.91495,7126
9306746.91631,7127
8770586.29389,7128
6284074.36602,7130
5892486.01305,7131
7233408.95105,7132
6665070.90914,7133
4451525.82922,7134
3941997.69143,7135
5660501.97833,7136
12548526.8143,7137
3970102.71618,7138
10658511.798,7139
5730314.87582,7140
7075841.98842,7141
4028410.94936,7142
11429124.1321,7143
5707691.0904,7144
4733529.94146,7145
5873748.33143,7146
19123796.6222,7148
6113612.8023,7149
5919113.59656,7150
5604303.95248,7152
3994112.96974,7153
6239848.00622,7154
4005161.95568,7155
28329598.2446,7156
5809350.67198,7158
4443268.70657,7159
6526351.3106,7160
3960312.18571,7161
8765912.80355,7162
5713956.83837,7163
6980634.33429,7164
10820868.4444,7165
8719315.83159,7166
5801378.57877,7167
4872751.39185,7168
5152126.58671,7169
8528714.6524,7170
5064968.75459,7171
17553889.4156,7172
4319359.82469,7173
5877650.05541,7174
5512387.84775,7175
5018780.30438,7176
8054410.55597,7177
5786769.1613,7178
5359427.13547,7179
3963539.68785,7180
4243151.99705,7181
6643949.85113,7182
3652348.49341,7183
6420150.3343,7184
8912074.66169,7185
6368481.50499,7186
5476653.77787,7187
7927265.45729,7188
8930857.84275,7189
5549533.37492,7192
5794752.42538,7193
3640181.78753,7194
7794049.93852,7195
5545932.7349,7196
4311758.39855,7198
5492167.44065,7199
3995537.84161,7200
6086376.28171,7201
14143800.728,7202
6813720.8056,7203
5892148.45123,7204
6302860.3588,7205
3784546.92993,7206
6457545.64138,7207
3563452.42291,7208
8469656.1491,7209
5788959.73771,7211
5895984.75034,7212
4451525.82922,7213
6297079.67841,7214
6701005.89923,7215
14557104.5583,7216
5607501.18165,7217
5204659.41682,7218
5407128.44853,7219
8441181.59869,7220
4918353.17363,7221
8255239.16366,7222
6204499.40849,7223
5046872.8076,7224
11747019.9328,7225
6407657.72924,7226
6203219.37883,7227
4001283.62366,7228
4844923.36759,7229
5110040.18819,7230
6326259.256,7231
5579942.00533,7232
10543340.8452,7233
6589844.67547,7234
5979592.19081,7235
8636644.51479,7236
6107811.50548,7237
4976260.56832,7238
5626714.51801,7239
11580975.4309,7240
5583732.24655,7241
4303801.94189,7243
6180369.4091,7244
11081960.0823,7245
5585824.01861,7246
5781397.53002,7247
5629002.23927,7248
3881959.50371,7249
3860940.4054,7250
4005161.95568,7251
5356375.394,7252
4784750.58722,7253
5579739.46056,7254
11254021.0257,7255
5905071.51283,7256
4906913.30968,7257
5692323.9289,7258
8118258.50605,7259
5926652.71629,7260
14685533.5552,7261
4801191.02827,7262
6360401.47543,7263
4363191.43436,7264
8186621.55068,7265
6236751.86082,7266
6714855.40991,7267
21573976.2461,7268
3133852.24126,7269
5069512.0605,7270
5970707.75604,7271
5540258.60771,7272
3982193.26008,7273
6198757.23824,7275
4014241.41921,7276
17402997.5603,7277
8604775.55747,7278
4903374.51515,7279
9966776.10798,7280
3930798.53901,7281
7644019.7484,7282
5110643.13184,7283
6168247.6783,7284
16824824.2442,7285
4346595.68602,7286
5699591.71316,7287
3963539.68785,7288
6227862.10877,7289
6805092.81709,7290
5700118.47243,7291
5539347.47857,7292
4672010.16623,7293
6222469.23797,7294
6245757.18958,7295
5119977.22854,7296
5990757.98625,7297
5685491.52979,7298
10882129.5015,7299
5062179.95376,7300
6273724.32291,7301
6407823.13821,7303
6152785.7322,7304
8417291.75325,7305
7224616.54284,7306
5178079.72349,7307
4364169.99157,7308
6548039.14613,7309
4075191.21385,7310
5078980.6223,7311
5291165.08919,7312
4285073.90034,7313
3774466.93719,7315
5439940.55035,7316
3971818.93892,7317
3967488.2881,7318
5467781.83682,7319
5152126.58671,7320
10914237.9797,7321
4364597.95835,7322
3968339.66141,7323
5733071.73327,7324
7980225.02965,7325
6477609.06942,7326
6763553.79656,7327
5731111.35947,7328
5992632.07441,7329
6058587.88474,7330
5001156.94163,7331
6763736.55176,7332
5807484.6353,7333
3764645.34004,7334
5803198.12692,7335
2789720.74594,7336
17169444.2816,7337
5664631.16601,7338
3816385.06557,7339
5855054.83848,7340
5804190.85457,7341
6419010.82763,7342
7997580.34688,7343
4423003.84759,7344
13881007.8933,7345
4289016.25743,7346
5861809.96196,7347
3818109.8773,7348
5185129.77994,7349
4487464.34025,7350
6022352.93493,7351
6085986.48371,7352
4978953.05497,7353
4245257.27624,7354
5810276.68565,7355
5830905.91713,7356
9108175.09086,7357
5155257.30702,7358
5955107.77333,7359
4364169.99157,7360
4244765.55121,7361
5039795.03615,7362
9227224.63732,7363
5619824.89321,7364
9698702.2027,7365
5463911.84499,7366
6287121.90032,7367
7687109.68241,7368
5035973.5767,7369
5077314.12462,7370
3695469.57387,7371
8084009.97882,7372
4013937.99155,7373
4447460.75297,7374
5356398.6463,7375
6073315.5938,7376
11108030.7782,7377
8910863.05868,7379
5661567.85501,7380
6178459.55169,7381
8442536.969,7382
6098768.12557,7383
3291400.93186,7384
10829279.9178,7385
5640614.09359,7386
17504676.6535,7387
7825783.91851,7388
5827287.50151,7389
6324055.82758,7390
3774466.93719,7391
8936622.78628,7393
5078067.89802,7394
5124337.79268,7396
4855894.35896,7397
8127476.6269,7398
5929106.86089,7399
7501701.12244,7400
8055450.65108,7401
3973656.15269,7402
6142187.71293,7403
5103805.00523,7404
10481729.4178,7405
5493013.98225,7406
7789370.32067,7407
8658946.80336,7408
8204687.566,7409
7610298.44167,7410
5434743.1663,7411
20782771.0645,7412
7465837.11199,7413
5986688.36463,7414
8012929.99344,7415
3710843.29307,7416
5970266.29365,7417
4964133.24413,7418
6664956.82627,7419
7857918.22886,7420
5151062.47113,7421
5719434.64303,7422
10443514.5373,7423
3926833.77883,7424
5180336.7363,7426
3820136.49352,7427
5104156.02993,7428
5616167.16082,7429
4778235.7894,7430
6373974.99384,7431
7831935.38753,7432
4537479.82761,7433
10643592.5006,7434
5638973.01066,7435
6060002.66417,7436
5818403.45886,7437
6022319.19768,7438
6117562.7655,7439
6574227.64016,7440
22235071.7407,7442
4011620.57245,7443
6114695.94114,7444
8424902.6781,7445
18019416.4088,7446
8594979.52947,7447
7883930.79095,7449
4150230.79642,7450
9082133.65963,7451
4020833.60383,7452
9979859.72899,7453
6095362.67223,7454
2693098.91377,7455
3821384.68448,7457
5933518.48949,7458
6632064.22906,7459
51860745.3514,7460
5002708.69409,7461
37885531.8874,7462
5510303.72005,7463
6102994.63173,7465
3882518.26098,7466
6548596.10914,7467
10500322.2189,7468
3829903.83059,7469
6272260.96757,7470
4547770.88554,7471
7064675.71339,7472
5753145.69576,7473
6888741.83961,7474
8555721.59715,7475
4283163.47714,7476
12323108.5817,7477
6948378.62621,7478
7293897.74138,7479
7872667.22141,7480
5294278.85715,7481
8714731.78335,7482
4123867.84762,7483
5745923.77877,7484
5545360.75665,7485
5994728.27575,7486
4103551.02736,7487
10655302.9012,7488
3794400.85125,7489
4109141.55668,7491
5172661.626,7492
6186957.44676,7493
5173592.42845,7494
6682267.00868,7495
6470167.76803,7496
5883795.2706,7497
3698889.48779,7498
3882518.26098,7499
6184801.9099,7500
10957081.5973,7501
4165972.68679,7502
6036571.71993,7503
6434634.49383,7504
6482313.69065,7505
7879373.04401,7506
7677838.53041,7507
5867534.97085,7508
6048587.02376,7509
6055572.73746,7510
5623545.00987,7511
5443224.88909,7513
4005442.89051,7514
4867868.07707,7515
3963730.07286,7516
4530934.39881,7517
3967488.2881,7518
5719869.22704,7519
5758183.57302,7520
8535085.06835,7521
11534225.2654,7522
5039098.27397,7523
4973823.4511,7524
5854198.21755,7525
10082719.107,7526
5985032.74076,7527
6407286.27296,7528
5359935.44887,7529
5594333.43276,7530
2677499.61996,7531
5213189.16822,7532
5051538.18358,7534
7861186.98808,7535
6550681.21726,7536
6368009.91528,7537
6996350.36925,7538
6857752.8836,7539
7552566.19068,7540
6438611.75139,7541
6669350.65314,7542
5707703.31291,7543
6434634.49383,7544
6399172.82529,7545
5223257.76465,7546
4404381.74058,7547
6177391.34856,7548
5245435.04156,7549
5439949.30688,7550
7846931.00427,7551
6317461.74506,7552
6710762.84807,7553
6113612.8023,7554
6373909.5724,7555
5992521.25785,7556
5934592.95884,7557
5485384.97288,7558
4303801.94189,7559
5475574.89504,7560
6832981.92717,7561
8645780.7105,7562
5923773.09978,7563
7980794.14297,7564
4351847.78804,7565
4354266.56915,7566
11240674.9247,7567
6176523.26111,7568
2670613.73308,7569
5703797.68756,7570
3712921.75365,7571
4013155.32968,7572
7904074.10585,7573
5215769.48394,7574
3658352.36403,7575
5824382.90995,7576
3687760.7988,7577
4949890.67812,7578
11899205.3627,7579
6511843.60913,7580
10764344.982,7581
7041707.873,7582
4793334.90447,7583
16874572.1007,7584
7986643.40392,7585
11921395.6883,7586
6980389.16403,7587
22250172.7778,7588
7244754.3217,7589
8337287.07592,7590
3734170.91859,7591
5654879.76939,7592
4368147.74908,7593
5973744.87158,7594
3876357.36546,7595
7204778.89972,7597
6773392.41414,7598
7194400.56714,7599
3635709.21019,7600
5778150.73722,7601
5079637.74906,7602
9781212.9063,7603
4950230.60293,7604
3859721.02774,7605
6113612.8023,7606
5774700.23888,7607
5438537.82912,7608
5360924.97,7609
3632591.80234,7610
6578967.62793,7611
14921221.0608,7612
8647587.35458,7613
5777359.8504,7614
6041765.00667,7615
8418285.50441,7616
6419655.81834,7617
10818175.4526,7618
10439465.0499,7619
5280386.74445,7620
3818109.8773,7621
6122099.93923,7622
4355236.21361,7623
3612079.85508,7624
4847057.41514,7625
6702000.58948,7626
6158802.48574,7627
3624659.31939,7628
5801631.0266,7629
7766907.17261,7631
3758699.72189,7632
5512999.83934,7633
5440360.9539,7634
4412791.76108,7635
5246683.64146,7636
4364169.99157,7637
6605869.75785,7638
6012682.83887,7639
5651181.9151,7640
5732976.61911,7641
5690355.88684,7642
6472063.31265,7643
6257714.09117,7644
6062378.76167,7645
6081338.87752,7646
5985109.6773,7647
10499405.631,7648
4005161.95568,7649
8127898.70851,7650
5160968.20427,7651
5456003.00923,7652
5012560.94907,7653
6055933.71276,7654
5393140.51517,7655
6344337.53811,7656
6367449.1172,7657
6085876.88631,7658
6308510.39271,7659
5640526.90809,7660
6254628.7975,7661
4020833.60383,7662
4194604.95689,7663
5286238.92508,7664
5936826.58473,7665
18002191.365,7666
4338053.23688,7667
4028273.80142,7668
5261659.77039,7669
4319359.82469,7670
3931290.53276,7671
4387147.63085,7672
5639719.43591,7673
6235723.15092,7674
8604488.3237,7675
5649200.04895,7676
7104362.58406,7677
7035235.72866,7678
7121666.97561,7679
5855455.72798,7680
10295938.1205,7681
4232591.40344,7682
5780363.68695,7683
4809176.43469,7684
4246707.79866,7685
6310741.77639,7686
3924488.6193,7687
9481433.44879,7688
3931018.09178,7689
6020475.51512,7690
7752151.96146,7691
9363173.66971,7692
6355949.78657,7693
8500218.21845,7694
3803522.93284,7695
18121398.7634,7696
9237914.13539,7697
5641453.58604,7698
5875496.44243,7699
5645802.98075,7700
24831071.5324,7701
21577113.8034,7702
5794772.98775,7703
4964695.29914,7704
3660080.7743,7705
6285551.71823,7706
5662164.97566,7707
6086323.10267,7708
5363429.24907,7709
4992060.60281,7710
6235315.77046,7711
7510306.89934,7712
3812037.61303,7713
4755995.36738,7714
8426971.90442,7715
