id,ridge_oof_predict
7458,5775506.59193
7459,7295587.86618
7460,24168196.4933
7461,4647033.55316
7462,22082907.721
7463,5242020.07291
7465,4497780.85639
7466,3088186.22717
7467,6370005.26616
7468,9134054.9376
7469,2861116.53734
7470,7554688.50704
7471,3993612.12136
7472,9536015.20783
7473,5376882.22671
7474,8980336.32445
7475,9121217.93648
7476,3230889.64388
7477,13499967.1448
7478,6232142.89616
7479,8732237.71974
7480,8736948.80983
7481,5091392.47343
7482,8995856.11464
7483,4197005.7704
7484,4685035.62793
7485,7680447.20732
7486,5466566.21494
7487,3970737.90198
7488,15905755.9382
7489,2992061.80395
7491,3502435.87062
7492,4702753.6935
7493,5632639.45765
7494,4434817.08923
7495,9322394.81597
7496,5852548.42444
7497,6379396.771
7498,2092979.92916
7499,3254183.8997
7500,5637896.76052
7501,9484029.739
7502,3707360.5224
7503,6331397.81493
7504,7317373.31214
7505,7403951.64364
7506,8871140.69312
7507,8045832.92994
7508,6431453.87811
7509,5986925.69307
7510,6398280.10894
7511,4744996.13721
7513,4830403.62687
7514,3270400.2783
7515,4881205.94093
7516,2724340.77471
7517,3529747.98307
7518,3004143.08693
7519,5424162.74914
7520,4984317.32099
7521,8995494.03838
7522,11670828.0894
7523,4697179.36741
7524,4614202.57299
7525,5200754.8075
7526,10142006.859
7527,7109446.34983
7528,5246481.24509
7529,5003987.61208
7530,5651077.77944
7531,2325173.53099
7532,5669709.34485
7534,4489347.0343
7535,7320636.35381
7536,6936413.92311
7537,7559679.839
7538,8270260.63852
7539,8881210.20637
7540,7679658.54448
7541,7761593.84036
7542,13544548.7936
7543,4077199.70272
7544,7190064.66895
7545,6476686.47258
7546,4649689.65406
7547,3544853.62763
7548,6239014.79648
7549,3519165.71262
7550,5226683.22092
7551,7077586.15833
7552,7240231.26597
7553,8669517.71775
7554,6597047.2648
7555,6654077.33934
7556,5518919.14674
7557,5028272.38901
7558,4271240.08362
7559,4207318.6226
7560,5518430.26535
7561,6146773.24162
7562,7358255.33854
7563,6059665.50624
7564,8911383.68695
7565,4230209.57404
7566,3973936.22396
7567,11650802.882
7568,7689271.05012
7569,2239009.61138
7570,5696805.2135
7571,-1116991.6855
7572,3167600.8194
7573,8288929.62389
7574,3590213.5884
7575,1692158.77482
7576,4320216.8499
7577,2241695.3261
7578,3923988.13503
7579,11341556.5889
7580,7596306.46161
7581,11042828.044
7582,9887855.83845
7583,4904634.14846
7584,15976885.4735
7585,7237905.38197
7586,11966592.9898
7587,9613725.65045
7588,23279589.8674
7589,8854049.95041
7590,7627623.2622
7591,3018617.96981
7592,5669220.07142
7593,3273735.5522
7594,5211249.12098
7595,3182163.7833
7597,7850258.49298
7598,7458117.88535
7599,8369939.42158
7600,2868479.34184
7601,4744720.34566
7602,4445292.02087
7603,9927516.6086
7604,3802333.44202
7605,2872129.2092
7606,6377259.20416
7607,5471559.27976
7608,5341303.86129
7609,5528762.82926
7610,2682437.87668
7611,6723289.07046
7612,14599004.9454
7613,8777001.93119
7614,5621125.64256
7615,6523735.3138
7616,7555510.06429
7617,7580010.81462
7618,10200955.2685
7619,11631818.8812
7620,4780139.35567
7621,3161680.91798
7622,6265034.29952
7623,3875181.35426
7624,2259481.80403
7625,6203998.33395
7626,6056907.832
7627,6629098.28598
7628,2743086.87815
7629,5618562.28852
7631,6752178.45081
7632,2692302.05406
7633,6879419.5377
7634,5101486.19289
7635,3953518.39065
7636,4623219.96649
7637,3937398.99232
7638,7105595.60791
7639,5966237.84048
7640,5455620.64887
7641,5461225.85074
7642,5514386.56632
7643,5752421.77115
7644,6225956.00083
7645,6075168.13797
7646,6160649.16058
7647,6087184.82587
7648,9370357.34359
7649,3134265.69772
7650,7118964.1879
7651,5721782.5538
7652,5225943.76109
7653,4759858.15893
7654,6339319.06748
7655,4408287.44775
7656,7746104.07076
7657,6046016.19681
7658,6168473.83968
7659,6262732.27997
7660,5516504.6883
7661,8487646.1863
7662,3413649.37417
7663,1952612.75972
7664,4945427.21402
7665,4565334.23198
7666,13855340.5204
7667,4608461.34212
7668,5093687.96044
7669,4293639.23311
7670,4189169.65005
7671,2746871.22474
7672,3629621.6207
7673,5884465.17768
7674,7149105.83549
7675,8855960.34848
7676,5829000.08173
7677,5878399.70537
7678,7076540.2466
7679,6395658.93782
7680,5843629.96919
7681,9452079.38443
7682,3571219.566
7683,4702597.89356
7684,3909052.16591
7685,3989700.13639
7686,7556881.76292
7687,3243566.46975
7688,11073097.132
7689,3477437.83614
7690,6758768.63466
7691,6862082.35681
7692,10464231.8721
7693,5796905.912
7694,8903968.70964
7695,2784891.43609
7696,13940104.7343
7697,9650442.26121
7698,6063670.89145
7699,6102247.38428
7700,4429604.40922
7701,22717307.751
7702,23227240.2718
7703,5130747.87926
7704,3074905.30193
7705,2113406.20248
7706,7212816.55052
7707,5911830.7362
7708,5430537.65317
7709,5173835.19144
7710,3520835.41167
7711,6174420.4131
7712,6941117.41356
7713,2162007.57408
7714,3246817.81435
7715,7791258.93234
7716,5340002.66151
7717,12432323.7744
7718,5054255.12044
7719,5567987.88705
7720,5336446.72052
7721,3336503.55168
7722,6281614.84199
7723,8099727.20577
7724,5252177.20234
7725,4518391.36388
7726,10924857.5187
7727,6031890.25453
7728,8076093.74196
7729,4407515.2883
7730,6917761.54272
7731,2508948.34282
7732,7772834.39856
7733,7423683.86263
7734,3060680.55636
7735,5013737.09876
7736,12693358.1713
7737,6255474.22084
7738,6653013.18206
7739,8224254.9678
7740,8175336.47314
7741,4107149.34966
7742,10518373.104
7743,4622015.49796
7744,4717269.36529
7745,2802330.43338
7746,6777566.51492
7747,6546680.74576
7748,4479916.62944
7750,6552980.35422
7751,6959651.10565
7752,8138943.36272
7753,7584833.78273
7754,6021811.95551
7755,4867496.97827
7756,6153167.54892
7757,4801073.26517
7758,6736153.72616
7759,15326287.0264
7760,5915802.42367
7762,5116416.2963
7763,10316000.4036
7764,3370084.14597
7765,6343047.75404
7766,9869656.90908
7767,6690927.98809
7769,4635289.75605
7770,5361589.07219
7771,5550786.96795
7772,4540526.17624
7773,1611328.492
7774,6268235.36957
7775,8217396.34433
7776,5652023.04271
7777,13062309.2177
7778,6905268.8745
7779,5198111.99295
7780,4163301.2599
7781,24724656.8157
7782,7109796.19468
7783,4405436.50964
7784,7380300.58525
7785,9846581.25202
7786,5726614.11821
7787,4066436.06289
7788,5600117.90774
7789,5873019.39067
7790,5498903.37909
7791,5046632.94531
7792,7913250.71571
7793,2205639.70951
7794,2663734.80691
7795,5967531.17229
7796,5585697.45022
7797,10275587.6071
7798,4612488.64596
7799,6681184.706
7800,11828507.4711
7801,9343767.01295
7802,12323067.8723
7803,5870396.34984
7804,2658755.73235
7805,4955341.32893
7806,8034525.6595
7807,8342060.21639
7808,2507660.04435
7809,11908713.3399
7810,5254173.842
7812,4528468.06264
7813,2718365.37214
7814,3535510.97972
7815,8803852.84647
7816,4758899.86743
7817,6106885.51789
7818,9883959.88386
7819,3605260.28133
7820,7155096.5703
7821,8072208.10394
7822,5512806.838
7823,6694637.05029
7824,3107174.77723
7825,5115879.19755
7826,4380494.02323
7827,2772642.56195
7828,3515592.02626
7829,5476674.55339
7830,12072113.2777
7831,5646936.42477
7832,4006414.75487
7833,11906561.5164
7834,6772946.56785
7835,2620554.65898
7836,10384925.1281
7837,5047315.62473
7838,6837576.92326
7839,5509180.85951
7840,5722719.27452
7841,2101320.79565
7842,6134830.22135
7843,3397368.35678
7844,7658691.48761
7845,5057959.50851
7846,4657979.89165
7847,6633247.61106
7848,11076389.6293
7849,5296855.69103
7850,12614161.7833
7851,5516338.12784
7852,4828447.79284
7853,5254658.36682
7854,5412033.26204
7855,3210743.82045
7856,8180575.16763
7857,5136966.49164
7858,6157394.42387
7860,6164150.17592
7861,7438692.57519
7862,2943025.54193
7863,11797719.7721
7865,6988005.43883
7866,4341489.27312
7867,5396584.31619
7868,6121862.96891
7869,4487417.1136
7870,8638465.87525
7871,5959436.87229
7872,4614425.79316
7873,3697917.58499
7874,5493215.22028
7876,5701605.58243
7878,3017154.33245
7879,5156745.85969
7880,5930383.94795
7881,4377525.03563
7882,5780086.5633
7883,9052626.33569
7884,5594727.02629
7885,3996987.89143
7886,7799014.33992
7887,5981547.07632
7888,7264980.86692
7889,5080617.50393
7890,4337134.24698
7891,6783873.46207
7892,6537957.53919
7893,6485468.54497
7894,9012915.96198
7895,4036253.08024
7896,7257916.61478
7897,7571623.46539
7898,2236399.16582
7899,3510025.91416
7900,12092328.3536
7901,10291986.7532
7902,4168128.01118
7903,12283963.7137
7904,6110404.87633
7905,3424858.5279
7906,10966975.4854
7907,6360001.36133
7908,7858940.79583
7909,4458911.36288
7910,4088680.7828
7911,4112717.35972
7912,2272787.92547
7913,6259959.96088
7914,3048190.70932
7915,8768683.93817
7916,8649660.93817
7917,3659563.25055
7918,4902217.29812
7919,4478307.81649
7920,4210935.8859
7921,9160198.89341
7922,3941420.37101
7923,7263677.01694
7924,7257520.77216
7925,3883418.99564
7926,3893642.98545
7927,6802248.72443
7928,4744962.16282
7929,31296833.1604
7930,8484459.22951
7931,6614588.54701
7932,3345785.30618
7933,24839742.2563
7934,3868318.03738
7935,8751482.45223
7936,5092811.35153
7937,3380282.40369
7938,4235680.82726
7939,3455361.41563
7940,4171943.02668
7941,4416001.38715
7942,3134381.29743
7943,5411379.03046
7944,7003630.74727
7945,2842466.5811
7946,4407803.40972
7947,3804572.59222
7948,5054255.05275
7949,2758204.44379
7950,4913232.18888
7951,7496842.36899
7952,5589343.91427
7953,5460773.08986
7954,3407957.99064
7955,4924335.16504
7956,8657325.10041
7957,5344883.70892
7958,10210241.6763
7959,8185121.13461
7960,4578755.09707
7961,5783171.82036
7962,5385046.41295
7963,3966193.51024
7964,2368754.93111
7965,2342787.96525
7966,4854890.93067
7967,10797260.8973
7968,6442408.17438
7969,10669991.9413
7970,7815745.6577
7971,4880069.85517
7972,5900541.86218
7973,5290329.98787
7974,2578562.58558
7975,3926569.35513
7976,8806590.57824
7977,4004600.26422
7978,10724057.2189
7979,4736521.26093
7980,19559293.6402
7981,7245455.62759
7982,3047575.30751
7983,4839777.25636
7984,5524553.68609
7985,6750394.65937
7986,2229707.65883
7987,7203962.43418
7988,7812914.14588
7989,2501040.88188
7990,4901073.25363
7991,6246549.71766
7992,5870481.98789
7993,17026198.6634
7994,4597100.98444
7995,3556531.85908
7996,9134400.09165
7997,8164633.32462
7998,8045578.73729
7999,5798810.50653
8000,7492278.57121
8001,2214359.65996
8002,4106255.54147
8003,4101311.61403
8004,11118846.1211
8005,4938957.01178
8006,4980689.46072
8007,5969409.85924
8008,7752031.21608
8009,5352151.98145
8010,22550744.6578
8011,6840585.39
8012,7007676.36911
8013,5951229.33967
8014,3841958.22891
8015,2825951.25797
8016,6884634.41892
8017,6323736.37446
8018,3085216.04994
8019,5536528.50242
8020,6368862.71383
8021,4263567.11782
8022,4356410.55529
8023,7011696.71502
8024,4615650.91081
8025,3957766.57557
8026,5247132.49187
8027,5746499.50312
8028,2394551.07492
8029,2845078.51077
8030,3646978.27426
8031,4774932.54583
8032,2750336.18506
8033,18780700.1171
8034,11169206.3986
8035,5806581.75369
8036,7257365.10019
8038,14822555.4613
8039,4838221.54799
8040,2530211.66769
8041,3884025.0199
8042,4281489.36044
8043,4348400.37444
8044,4104627.77244
8045,6155007.96737
8046,5533883.76539
8047,6861240.92366
8048,2620714.07379
8049,9581601.27537
8050,5761497.44519
8051,7704925.80512
8052,5131164.10923
8053,4125939.01983
8054,5832584.19387
8055,2942429.79005
8056,5610264.07322
8057,11649700.0623
8058,4669170.39471
8059,12648372.6523
8060,3616920.33954
8061,5611998.24504
8062,5611998.24504
8063,4296097.10712
8064,6560137.70037
8065,3055278.13563
8066,6243788.52147
8067,2238175.31378
8068,5460577.12827
8069,4274466.72481
8070,5760921.83215
8071,8053262.06616
8072,4389364.11025
8073,10269857.4847
8074,7266350.60857
8075,6417954.97688
8076,8577184.58939
8077,7995311.09297
8078,5207151.50825
8079,4666967.06528
8080,6664633.1907
8081,8681232.89208
8082,3091745.58745
8083,6405478.17422
8084,11044958.5914
8085,3181790.07624
8086,4155693.06149
8087,5761433.89181
8089,5321756.93454
8090,3628190.95162
8091,10152676.3118
8092,5105065.16402
8093,11568050.3027
8094,5564520.02562
8095,7528362.18289
8096,7005302.87117
8097,5694685.01356
8098,3457085.64412
8099,4558936.64382
8100,3542694.29504
8101,4748258.00159
8102,7910623.43517
8103,9205704.03481
8104,2767231.58926
8105,2986285.70836
8106,3677725.9731
8107,5317998.74365
8108,4307615.44607
8109,6734512.00023
8110,9259065.77674
8111,3018619.51981
8112,5635558.95935
8113,3570720.58085
8114,8629070.83849
8115,7085658.37073
8116,4280956.19921
8117,3677915.89299
8118,5432008.19345
8119,8869432.34696
8120,2763688.66321
8121,8278669.02279
8122,5417432.63612
8123,2986436.8715
8124,5862978.08843
8125,4992196.9711
8126,4468518.19558
8127,5499300.00656
8128,10450337.6564
8129,6535300.78241
8130,4054058.80316
8131,7051621.99406
8132,5990124.8239
8133,5405527.20551
8134,5231844.33032
8135,9596609.22298
8136,7418587.62458
8137,4833863.85763
8138,7251880.21545
8140,6367291.67006
8141,2345099.01629
8142,8945635.60216
8143,7196263.48543
8144,7426246.55436
8145,4367225.61263
8146,8656758.69929
8147,3769921.10357
8148,3602610.47561
8149,5885740.56024
8150,5237813.52345
8151,4451905.79927
8152,4364340.96848
8153,5055584.15676
8154,5851505.17826
8155,3639633.7747
8156,8488452.20078
8157,6112151.63132
8158,5249817.74943
8159,6795363.77925
8160,3809401.2039
8161,5686738.04896
8162,4594524.50142
8163,10793126.0426
8164,1490047.64753
8165,6128891.69324
8166,3414881.328
8167,6011724.10754
8168,5007323.23232
8169,5890212.54349
8170,7118815.74623
8171,2959076.01312
8172,11350336.9082
8173,5230812.47136
8174,4477516.31428
8175,3047527.84751
8176,4699481.29684
8177,5018595.01718
8178,7030253.24841
8179,8979408.69115
8180,7904026.97018
8181,6671687.01482
8182,6997137.26353
8183,5413694.99382
8184,4972493.11903
8185,6815520.09052
8186,5755159.39605
8187,13120140.6927
8188,4439325.56939
8189,6604499.47463
8190,6544819.25995
8191,7925630.94173
8192,3970218.17928
8193,3220933.02942
8194,16848858.8397
8195,6155217.56564
8196,4556887.7447
8197,6384055.15221
8198,6367225.37569
8199,4905097.36369
8200,6111731.72938
8201,5606931.71175
8202,10621450.6621
8203,3704342.28753
8204,6181759.10737
8205,6817545.90828
8206,5325290.37575
8207,8061151.39698
8208,6834644.77968
8209,3621347.2055
8210,7569731.72043
8211,2664668.00104
8212,4731058.55447
8213,6058694.70126
8214,4005166.28813
8215,4921335.06545
8216,7440925.33141
8217,3982532.59929
8218,2877434.18294
8219,5394575.14232
8220,4048589.18187
8221,8339269.38393
8222,2991393.32927
8223,2959563.2583
8224,3309289.79108
8225,8058516.72303
8226,4105004.87392
8227,5369320.30714
8228,4587822.62549
8229,2460267.68467
8230,3772367.33475
8231,5163443.18675
8232,9121649.52364
8233,5776129.40706
8234,4327254.49543
8235,5368955.96723
8236,6070537.68279
8237,3584356.56675
8238,6956479.87821
8239,4628119.28289
8240,5474934.64604
8241,3849454.38006
8242,2061052.25471
8243,4613976.05163
8244,5560685.46043
8245,6017140.80674
8246,4726538.84951
8247,8166258.17475
8248,9592035.3976
8249,7190363.53362
8250,7433700.17087
8251,7407948.92483
8252,3946482.06368
8253,9525431.56326
8254,6932436.80401
8255,8199049.5263
8256,5742330.845
8257,3324040.48919
8258,12012724.8212
8259,17938725.1886
8260,2127603.1962
8261,3683863.74603
8262,2060610.48756
8263,6433577.81337
8264,8178499.41076
8265,7040090.29876
8266,5514770.40379
8267,5889650.26533
8268,4689970.8769
8269,2827612.71021
8270,5091847.72271
8271,6482451.06237
8272,3116353.53362
8273,4519406.13792
8274,8305124.18244
8275,3996435.62404
8276,11109101.3687
8277,2938866.58009
8278,9122476.3008
8279,9081343.31985
8280,5009385.86696
8281,5925444.31231
8282,8638524.18098
8283,7415857.82292
8284,12450726.5656
8285,5655268.43005
8286,8427802.03588
8287,5563801.5645
8288,4558904.22411
8289,2918628.18137
8290,15473427.8927
8291,6215590.21437
8292,7030780.71194
8293,3478881.42976
8294,16149084.566
8295,3372427.40355
8296,6659780.8537
8297,13306904.1143
8298,698772.724811
8299,8232021.74326
8300,4356603.72205
8301,3065315.68835
8302,5946811.09753
8303,7270817.90837
8304,4955248.43305
8305,6342469.13069
8306,3540492.06569
8307,6641864.17903
8308,6380911.46056
8309,4561750.80759
8310,4813097.84943
8311,5593010.50938
8312,4639840.00009
8313,4850805.897
8314,4799320.81459
8315,7433586.99316
8316,8788735.21774
8317,5922512.20399
8318,4485941.93287
8319,5964362.17905
8320,6110575.05984
8321,10391366.7955
8322,9134882.15357
8323,5029507.13197
8324,13523299.8443
8325,1876539.22495
8326,6324800.56127
8327,3233360.06111
8328,7623663.54119
8329,9429447.995
8330,7900135.92225
8331,7415738.99935
8332,7790895.99883
8333,6610023.13295
8334,13156168.9158
8335,6378083.21082
8336,7443650.61017
8337,5529468.64587
8338,7767548.78433
8339,5849572.77695
8340,13203832.7108
8341,5436805.41343
8342,4332923.47184
8343,5309706.64419
8344,7910659.11028
8345,4215227.95357
8346,5646052.78402
8347,11678943.0088
8348,2713503.16201
8349,6235840.82744
8350,6677671.67867
8351,4620883.49406
8353,6920932.14883
8354,4224053.58429
8355,5367505.69862
8356,7799889.29592
8357,10887936.3629
8360,11578862.7523
8361,4569810.59627
8362,13436351.4419
8363,18446938.8483
8364,8608780.84269
8365,8594429.97471
8366,7819047.16692
8367,2460166.94892
8368,5580406.38702
8369,6047208.48561
8370,8000264.85407
8371,4172320.52578
8372,5479573.14517
8373,4802517.81408
8374,5888480.48936
8375,3795772.9191
8376,6950212.12891
8377,4093125.56192
8378,7605020.61204
8379,4086018.83857
8380,4796406.65478
8381,6132084.22717
8382,4369274.37386
8383,5008951.15635
8384,9627747.79515
8385,7816160.8199
8386,6013444.48567
8387,10155464.0482
8388,5458238.40012
8389,6189164.118
8390,10036827.6476
8391,7268069.51735
8392,5953405.57362
8393,17351806.0808
8394,9251344.79892
8395,8873544.12796
8396,4884805.711
8397,6855090.80542
8398,9731673.72295
8399,6236434.76857
8400,3517292.01094
8401,12115186.671
8402,2966037.8232
8403,6105006.47399
8404,4857874.34017
8405,2752425.53135
8406,20291618.0057
8407,3168224.09072
8408,6510871.22345
8409,6653219.76426
8410,5808197.24169
8411,6402546.28105
8412,6249026.83992
8413,7038967.8051
8414,2911681.59543
8415,5881971.63313
8416,2787465.83164
8417,4212652.7474
8418,4502862.91544
8419,8744654.88861
8420,5638233.81727
8421,7299747.17912
8422,3831755.43698
8423,5227312.71775
8425,7276774.0194
8426,6137439.93855
8427,10497686.529
8428,5828995.6404
8429,11205515.7059
8431,2335688.26461
8432,8249954.37392
8433,4524565.38584
8434,5722135.96621
8435,6457452.69645
8436,13208587.8793
8437,2980165.09497
8438,5355505.34561
8439,6911668.30681
8440,2981461.65443
8441,4833053.18687
8442,3204770.80085
8443,6298167.96352
8444,8363716.1852
8445,4554256.43295
8446,2979906.76841
8447,2438517.99313
8448,8599071.84291
8449,4976168.69341
8450,3988119.6519
8451,3460534.32103
8452,4756378.91821
8453,6727219.27763
8454,2781239.41281
8455,5486833.71046
8456,6554974.05773
8457,4456087.6592
8458,7030671.39365
8460,6383574.7262
8461,6384151.4556
8462,14049718.436
8463,4510301.54903
8464,6369980.87853
8465,3593623.9666
8466,6853139.64996
8467,7797203.42073
8468,8794383.97863
8469,4498898.22001
8470,4318734.06377
8471,6570791.14764
8472,5345300.34565
8473,9410171.39685
8474,10213480.8006
8475,4246646.91356
8476,8356411.23785
8477,3557184.76781
8478,10735404.5116
8479,6286793.02792
8480,7352894.61516
8481,5344728.74037
8483,4074919.72773
8485,5819137.17754
8487,11012723.7672
8488,6333934.94986
8489,2884636.66452
8490,5246233.89129
8491,4864539.25844
8492,9641678.28615
8494,7277265.13328
8495,8298047.90519
8496,5660698.63125
8497,3098685.56773
8498,7107363.092
8499,6364938.50073
8500,3127056.81161
8501,8290913.03781
8502,5117073.23829
8503,7948813.35647
8504,5697075.30962
8505,7979221.43429
8506,5539402.68637
8507,5723881.23735
8508,5778672.59757
8509,6478850.00875
8510,5546245.83806
8511,15321215.2108
8512,4346550.34844
8513,6476624.82325
8514,6043793.0448
8515,6468447.32619
8516,7153558.238
8517,10042224.7894
8518,7873897.95968
8519,6386008.5228
8520,10805659.6824
8521,5950100.45459
8522,11952151.886
8523,4198851.6588
8524,6446358.54537
8525,9242380.56758
8526,8648632.68474
8527,11282475.2975
8528,7643298.23856
8529,13046453.3874
8530,4900860.62635
8531,5320095.70914
8532,7374423.67245
8533,3867134.06144
8534,2892436.75375
8535,6955533.3513
8536,3283409.7451
8537,5408888.12338
8538,6763854.56407
8539,4533766.05389
8540,6577510.60188
8541,16067856.6194
8542,4313253.43107
8543,5792937.82368
8544,7083083.4013
8545,2763425.03809
8546,6558674.51162
8547,10640739.2307
8548,11556176.4377
8549,8864759.86022
8550,3615076.28255
8551,7478357.07293
8552,10274905.1975
8553,5140193.04216
8554,6549725.78389
8555,2957764.92961
8556,3090699.98241
8557,3568161.98829
8558,3456493.41223
8559,3666844.25455
8560,12260277.4507
8561,8808956.85866
8562,4409577.98097
8563,1623597.26257
8564,2741489.60552
8565,5037964.40242
8566,6444525.99388
8567,5816331.13493
8568,9017008.20541
8569,3360271.0402
8570,2998537.88731
8571,3899889.43434
8572,4603461.72393
8573,4739966.23426
8574,4511148.92535
8575,6293952.15305
8576,13815462.4185
8577,16569495.7739
8578,2309188.56017
8579,9246608.03613
8580,7125041.59851
8581,8298750.04465
8582,3032774.93758
8583,4297881.16335
8584,5165152.27007
8585,12054897.2935
8586,3769817.90357
8587,5642748.66788
8588,2692138.23205
8589,12536026.4988
8590,7275726.4833
8591,6313645.49963
8592,4350704.03181
8593,4765621.02142
8594,2831388.73888
8595,6544434.86354
8596,2980383.04452
8597,4848953.69493
8598,7295153.57416
8599,7707762.96158
8600,2147502.10759
8601,8184948.10931
8602,5901486.09895
8603,5991711.20623
8604,5264800.21978
8607,3424567.22028
8609,2502369.50444
8610,3140900.02526
8611,2761626.15372
8612,2621387.35975
8613,7452766.25191
8614,6415655.00356
8615,5474982.18142
8616,3432455.67842
8617,8945295.95442
8619,5890915.67332
8620,7499343.112
8621,4621299.31673
8622,3631720.11557
8623,9163081.82339
8625,9008683.21506
8626,10389700.9314
8627,5561838.26739
8628,10742316.0592
8629,3133525.1683
8630,9976286.94329
8631,11829765.0055
8632,7485091.55742
8633,5908010.836
8634,5752141.54444
8635,3036871.03736
8636,4576961.47026
8637,10059096.313
8638,8653318.19788
8639,11898144.324
8640,5554962.28752
8641,5131778.34909
8642,8609105.72558
8643,8332987.44036
8644,6417008.47877
8646,4441506.25262
8647,2489649.15721
8648,1959182.44436
8649,6964435.60567
8650,6452473.59566
8651,6113602.52627
8652,6737031.16759
8653,4465997.15545
8654,3497363.71044
8655,6171428.00906
8656,3411209.09112
8657,3458453.59045
8658,23667835.0264
8659,3350324.80642
8660,6659184.60031
8661,9101669.04448
8662,5301975.14336
8663,5196344.26095
8664,3569037.15611
8665,4863770.18196
8666,5937521.51359
8667,6771387.785
8668,4635493.14163
8669,3032385.14342
8670,5454035.47859
8671,3380400.01225
8672,5639851.89273
8673,4744075.23612
8674,6738561.01823
8675,4269293.93668
8676,11265217.122
8677,4437236.78275
8678,7742180.64051
8679,5271386.87244
8680,6956274.10816
8681,4039556.41627
8682,3542652.24572
8683,8636688.54857
8684,5506527.15024
8685,6879279.79691
8686,13318815.3581
8687,3295661.17079
8688,4813425.59721
8689,10978523.8051
8690,7206684.52101
8692,10823589.7572
8693,5683977.42807
8694,1530559.68585
8695,7625579.70724
8696,11662738.0944
8697,6092808.62305
8698,6667362.60682
8699,5945057.54222
8700,10224344.208
8701,6934911.70253
8702,10273236.7496
8703,8132521.10435
8704,5352137.8632
8705,6404705.2704
8706,10562546.3568
8707,5982530.00219
8708,7232430.85152
8709,2439971.65339
8710,7549379.02649
8711,6266308.69917
8712,2635637.34119
8713,4007925.80425
8714,3509434.89792
8715,8213235.37141
8716,6513807.82616
8717,6040436.25037
8718,4914702.59612
8719,11720236.1375
8720,3706457.65956
8721,7161118.68859
8722,3431218.58778
8723,15297557.6375
8724,9256601.07306
8725,5287532.47299
8726,8947590.23562
8727,5962624.49202
8728,9289349.96167
8729,6069672.44967
8730,6881409.71248
8731,14825039.2921
8732,5057467.35905
8733,5111544.36937
8734,5525239.25387
8735,5463941.20387
8736,4520127.9597
8737,5505020.03384
8738,10901025.3012
8739,6493253.70332
8740,4861543.09194
8741,7279055.74866
8742,9203585.52234
8744,12267756.8926
8745,7127342.6806
8746,3733042.81012
8747,10379175.8466
8748,6430683.44713
8749,13337473.3897
8750,9354727.17957
8751,4365457.5216
8752,3632467.70664
8753,5832874.24185
8754,16170618.9629
8755,6981977.76944
8756,3571953.40921
8757,4099552.33245
8758,4332279.59071
8759,9847835.12399
8760,4302582.00707
8761,6438310.93391
8762,6113475.10852
8763,4861270.21913
8764,10798450.4325
8765,6681610.90347
8766,6535999.4449
8767,3604819.87541
8768,7776086.45973
8769,5627956.45538
8770,2147626.09574
8771,9951490.46176
8772,5539875.75019
8773,10216145.8312
8774,6791134.60625
8775,3948107.32443
8776,5337435.29829
8777,9492579.96854
8778,6537959.60209
8779,9073562.72452
8780,2742143.70924
8781,10016807.2748
8782,10009085.4333
8783,12552331.6051
8784,10792380.1982
8785,4616431.63959
8786,5895157.95201
8787,6447550.57922
8788,9534637.4175
8789,4723065.37288
8790,4862755.34788
8791,3668845.29104
8792,2230391.615
8793,5046398.351
8794,3570376.11962
8796,8328301.051
8797,7567133.4001
8798,11684590.4987
8799,13870572.3739
8800,6297836.68174
8801,3986713.84695
8802,5562508.37191
8803,7960725.4056
8804,6828298.56426
8805,8355178.83617
8806,4636660.89486
8807,11083210.6121
8808,4808088.2607
8809,8588582.82165
8810,3622391.31293
8812,6189194.29508
8813,4882962.68965
8814,7253932.16176
8815,4736149.01998
8816,6244383.1321
8817,9159501.91809
8818,4004864.08221
8820,3679023.85596
8821,14764956.9487
8822,14070176.2882
8823,21703222.9834
8824,5384871.13413
8825,12174283.4676
8826,16725677.3686
8827,5441460.29848
8828,9857990.09215
8829,18786685.2666
8830,33594011.9482
8831,3120068.04397
8832,7234795.69702
8833,3581897.65733
8834,9651374.65752
8835,11179439.4111
8836,9211734.72211
8837,5776158.39255
8838,10832485.8344
8839,10230897.8786
8841,7034958.65994
8842,10475434.0476
8843,4650835.86008
8844,7008852.46751
8845,5551161.72201
8846,5275712.39722
8847,4076688.32088
8848,5657535.05592
8849,4612566.02874
8850,4394510.26139
8851,11208479.9248
8852,9872629.29748
8853,11267478.1693
8854,6139682.50458
8855,3602073.84055
8856,3362768.56089
8857,4066749.43814
8858,11620845.2642
8859,7080409.87746
8860,11623052.0277
8861,7475866.35621
8862,2756111.38246
8863,4824754.5419
8864,8400165.38208
8865,6709791.13175
8866,5024341.74522
8867,5572399.14249
8868,7017719.68485
8869,5387464.92721
8870,6585907.63747
8871,4843756.02442
8873,10657342.2364
8874,6019937.24025
8875,5563535.98364
8876,7041173.45484
8877,4898144.28003
8878,3771817.88421
8879,5465833.61309
8880,5568822.83504
8881,4740609.40852
8882,3432157.34705
8883,5920389.1176
8884,10962877.9398
8885,8934590.93106
8886,8016129.16468
8887,3688257.82692
8888,6376545.09932
8890,4739253.43638
8891,10626601.3439
8892,6553685.72516
8893,8791912.25358
8894,2570180.45201
8895,2542501.6235
8896,4576555.6518
8897,9184778.45292
8898,19332791.9093
8899,4550547.24752
8901,4288613.463
8902,7931739.16208
