id,lasso_oof_predict
4046,3173718.32908
4047,6919236.21899
4048,8886619.74854
4049,9541383.28877
4050,8296611.62548
4051,7038259.9664
4052,3002520.98828
4053,2961079.28461
4054,20568488.7718
4055,7459533.05777
4056,1614633.42451
4057,10468123.8148
4059,4737010.61471
4060,7050020.84632
4061,3715110.95879
4062,5996216.63468
4063,2999442.27853
4064,5813974.81522
4065,5221674.2882
4066,9806211.75853
4067,6437993.91668
4068,3114342.96314
4069,2670911.78828
4070,5393867.09705
4071,6584068.51184
4072,4807841.59897
4073,2630284.67087
4074,5198374.92827
4075,3239955.39006
4076,5460246.51336
4077,5349525.73054
4078,2919969.28777
4079,6373151.45629
4080,4112507.82818
4081,9006624.93056
4082,2887147.73213
4083,3991926.24229
4084,5325673.85152
4085,5115138.17842
4086,7354900.86919
4087,6585869.04239
4088,4191121.75105
4089,4954342.77212
4090,2949928.2736
4091,2669192.1385
4092,10711923.1968
4093,11974078.2078
4094,11392229.2288
4095,4144599.53908
4096,1842324.13228
4097,9174864.33438
4098,2326007.09668
4099,2772983.79919
4100,5890610.44555
4101,4556879.2638
4102,2900779.0729
4103,3172086.64003
4104,4876598.87007
4105,3978980.02815
4106,4995159.84171
4107,13605122.9129
4108,6526006.0644
4109,2432306.23774
4110,12345100.5104
4111,5084470.32819
4112,6274221.33716
4113,5492714.93139
4114,8706675.58114
4115,5852055.33407
4116,4425814.50272
4117,6616252.89218
4119,4940276.44791
4120,11422668.4364
4121,5037573.4868
4122,3978125.06363
4123,4309522.2657
4124,2005313.03868
4125,4655581.78999
4126,3428800.85601
4127,11478469.5956
4128,4342384.88986
4129,2364238.46708
4130,2715409.46975
4131,1974177.3159
4132,6065524.48917
4133,6007770.60398
4134,5919300.30706
4135,5017580.61312
4136,6421749.74078
4137,4540995.04766
4138,6118770.24328
4140,6049920.98438
4141,5713859.4653
4142,3166344.53935
4143,5623799.68813
4144,7725581.37637
4145,2855505.2385
4146,3572462.48327
4147,5764258.43154
4148,2556888.89975
4150,3704806.45944
4151,6667135.47639
4152,9233475.70779
4153,4484412.72665
4154,7120549.89419
4155,6030578.37426
4156,2812064.95912
4157,2692853.62951
4158,5366987.82615
4159,5180540.7153
4160,7404315.99484
4161,9658929.18316
4162,3369132.32117
4163,4305828.27714
4164,5208128.73962
4165,3812252.38323
4166,4256968.32837
4167,4785193.76938
4168,5995147.79299
4169,3016227.09735
4170,4496436.43375
4171,9368929.84229
4172,4360528.24987
4173,3060553.53279
4174,3379568.21862
4175,5576264.40932
4176,7911698.09773
4177,7495120.18134
4178,4297092.67399
4179,5961996.87257
4180,6328488.14133
4181,12038322.7424
4182,7901201.70089
4183,3094731.44946
4184,5191088.10218
4185,2548154.99885
4186,4151171.75426
4187,3594516.12732
4188,5459751.44012
4189,4633985.10638
4190,4072108.32035
4191,6027386.46102
4192,7160606.89838
4193,9496502.13733
4194,5143371.93043
4195,5664288.29062
4196,2555707.44855
4197,5999402.05154
4198,3038166.35732
4199,14178652.6591
4201,6985737.86876
4202,4332845.14838
4203,4228118.47982
4204,6674187.45071
4205,4305899.29848
4206,5949150.41362
4207,4666202.33546
4208,4792268.29769
4209,4641193.34829
4210,5104126.91099
4212,4843413.23307
4213,3697236.17649
4214,2704461.75755
4215,5227669.00235
4216,10397733.767
4217,9724393.59221
4218,7634125.87503
4219,5188581.43714
4220,6411658.88557
4221,5862636.27907
4222,3938130.22958
4223,4449057.1456
4224,4875645.10381
4225,4354007.13871
4226,5859548.50448
4227,3628041.01487
4228,5159195.20731
4229,4415559.65182
4230,4695128.37357
4231,3378553.63899
4232,4604001.40466
4233,5387255.78018
4234,9195184.80877
4235,5655365.98873
4236,5193169.45812
4237,10930493.2599
4238,6846208.40338
4239,2655228.67755
4240,5288655.24547
4241,10901230.7792
4242,3527899.24182
4243,5703587.46843
4244,5801731.27371
4245,3304956.59974
4246,5858741.29118
4248,3742644.36858
4249,9247491.12006
4250,6003414.15596
4251,4110489.51276
4252,2958545.19969
4253,5477171.8923
4254,5703001.28383
4255,11724166.6371
4256,5428428.362
4257,6743735.94113
4258,5019415.40041
4259,2964918.5191
4260,5961319.94591
4261,6007782.27729
4262,6960770.53734
4263,17960222.3764
4265,6696418.44668
4266,10600517.949
4267,5145843.10546
4268,6672801.07775
4269,3558508.91007
4270,4813645.96369
4271,3011599.03569
4272,3820753.18849
4273,12920914.194
4274,3450394.70125
4275,3873038.84319
4276,11271942.2378
4277,7232762.35537
4278,2642177.17373
4279,4248646.94565
4280,7384753.78735
4281,7279305.997
4282,3723969.28803
4283,3782765.49853
4284,9154184.32735
4285,6312013.66038
4286,3197671.7854
4287,4617241.18338
4288,3084229.24135
4289,6467071.99885
4291,8523659.92954
4292,5128617.33623
4293,3098551.23548
4294,5271156.5377
4295,6085728.22414
4296,2668656.29672
4297,3327608.75962
4298,6947453.7772
4299,6896103.55792
4300,3044019.08999
4301,10439006.2794
4302,9353895.61616
4303,8137516.11952
4304,6912201.73084
4305,5072308.04957
4306,14203652.5524
4307,11343498.9433
4308,11343251.5623
4309,8170076.98741
4310,12574253.4014
4311,3614899.68418
4312,3565397.30793
4313,8488283.01839
4314,3844106.96463
4315,2545785.71197
4316,7345900.05754
4317,7106908.22957
4318,2554242.86868
4319,3155956.73553
4320,5688814.96797
4321,5254545.53892
4322,1940706.3936
4323,5463266.50528
4324,5472078.92485
4325,2814698.07244
4326,3996900.25731
4327,6355778.93607
4328,3774620.78001
4329,2751350.87918
4330,5437863.12845
4331,8488283.01839
4332,11144247.7501
4333,12518737.4382
4334,2929207.22474
4335,4452561.18152
4336,6306697.83673
4337,7746585.69733
4338,4045918.70978
4339,3253251.50936
4340,4755173.55844
4341,4075657.88247
4342,6302102.08686
4343,4985553.40581
4344,2664015.71827
4345,4809282.53081
4346,6735061.76116
4347,2829807.27117
4348,4696319.02505
4349,3457086.50327
4350,5984382.72735
4352,12572068.4532
4354,3869131.3128
4355,3973036.25837
4356,5891244.46565
4357,7032990.52763
4358,11365764.6299
4359,5607534.73769
4360,9526912.96519
4361,4622905.85384
4362,5225835.40629
4363,6439393.18851
4364,5092789.0581
4365,5254788.85149
4366,10462543.0379
4367,4743791.41405
4368,6496708.31034
4369,7200316.24199
4370,6202782.09757
4371,5143792.80603
4372,6588423.63699
4373,15129873.0214
4374,3507054.3414
4375,5259744.43669
4376,5394975.7088
4377,5629280.67919
4378,5253720.73681
4379,2880522.93137
4380,6175228.45827
4381,3111087.09481
4382,4237141.16442
4383,5496905.91441
4384,6563692.77997
4385,5832463.50875
4386,7955487.32147
4387,11604839.4999
4388,11423643.9516
4389,5714481.94955
4390,5813686.99586
4391,5265769.01194
4392,3947338.67743
4393,4280081.96905
4394,5130165.13254
4395,2436876.92961
4396,9607869.68685
4397,2481834.81076
4398,2784949.22804
4399,2606136.77335
4400,8152501.6674
4401,7676129.72409
4402,6187087.28376
4403,7041832.32618
4404,3369914.20679
4405,5645006.22286
4406,7398883.48374
4407,3337916.65844
4408,13408721.763
4409,8874964.67887
4410,12775485.4996
4411,4242857.00369
4412,3959831.42224
4413,8406472.35915
4414,5331460.70171
4415,4347286.12555
4416,3548152.33125
4417,5551312.6911
4418,4633551.74723
4420,5687868.15165
4421,2198345.35458
4422,4843013.42104
4423,7147630.13444
4424,6905841.42932
4425,4344694.20722
4426,7512897.32975
4427,8513824.91468
4428,8589991.70698
4429,3277020.48485
4430,6436596.08853
4431,6419289.03984
4432,7722704.57573
4433,6085032.1525
4435,4267662.48846
4436,2139617.85637
4437,5206262.87116
4438,6722148.8913
4439,5302015.61617
4440,5224176.78088
4441,2964559.89756
4442,3599528.29516
4443,6193953.86202
4444,4807576.03171
4445,4819412.70539
4446,6720771.62228
4448,3829909.36396
4449,5060182.96469
4450,9184680.87194
4451,5325733.85215
4452,7368163.58749
4453,5056719.52542
4454,7657128.8127
4455,9023606.51827
4456,3580920.09368
4457,5036412.10895
4458,4550024.88526
4459,9425099.52157
4460,3761938.96622
4461,3180476.99075
4462,6828318.39983
4463,3697427.91401
4464,2873303.01132
4465,8568742.98055
4466,4891632.41313
4467,5383921.877
4468,5507321.70034
4469,3917230.05028
4470,-1352387.17344
4471,5471114.05036
4472,9526064.33617
4473,3319717.73539
4474,1808596.57489
4475,7849337.74473
4476,3600346.43123
4477,3768498.13448
4478,4085914.81737
4479,7255435.82085
4480,3638902.81737
4481,4317609.30031
4482,7054405.23947
4483,4346005.4143
4484,3876121.81518
4485,8798330.68101
4486,8072568.52074
4487,2716403.99307
4488,7986601.05655
4489,5436506.65858
4490,5873134.56354
4491,6690973.23504
4492,6984240.44059
4493,4994280.28597
4494,7004579.18967
4495,5147164.2743
4496,7666570.85287
4497,4845707.13794
4498,3905190.5438
4499,4747555.2392
4500,4020875.68063
4501,5536071.65599
4502,5559005.45696
4503,6470152.48952
4504,3311634.26977
4505,5277228.43221
4506,3711256.40805
4507,3659870.28054
4508,3654441.77765
4509,12610147.1577
4510,6350944.5896
4511,8694392.67263
4512,5154797.19098
4513,5342922.75032
4514,7267485.31191
4515,5249522.09163
4516,2496854.14721
4517,7292278.08738
4518,5342094.78208
4519,9622481.54583
4520,6179792.39657
4521,4327594.77022
4522,8747192.95769
4523,11469699.4812
4524,6468066.28299
4525,5129844.25611
4526,8910872.41616
4528,7711272.40629
4529,6989564.93138
4530,2636605.65602
4531,8868528.08144
4532,3629097.6138
4534,11141190.6698
4535,4941955.79656
4536,3253224.75927
4537,3259468.8857
4538,9521816.23169
4539,5244480.14799
4540,6639263.44302
4541,8316828.73759
4542,6281829.47644
4543,4555197.29586
4544,5815257.63144
4545,8533184.24347
4546,19716808.3688
4547,8099423.91692
4548,5015263.05271
4549,3959817.75715
4550,5106086.23797
4551,3297046.86305
4552,6156838.13033
4553,5343251.08051
4554,3811094.58039
4555,2968963.29243
4556,4393551.02208
4557,7117025.25601
4558,4365957.8915
4559,7459279.69716
4560,4478726.29241
4561,2845772.07243
4562,5526795.24191
4563,3912048.9085
4564,13288151.4144
4565,6044243.79441
4566,11368694.0821
4567,7488950.7056
4568,2860066.81749
4569,6481860.19861
4570,8446397.9193
4571,7916725.61338
4573,5353252.16477
4574,5663664.3994
4575,7705658.84864
4576,3982892.04115
4577,8702053.13237
4578,2443911.99612
4579,6230105.32716
4581,2182196.56285
4582,5180642.19372
4583,4683784.68765
4584,6899774.69441
4585,4869976.90546
4586,3177282.4925
4587,3078304.07035
4588,6763007.40701
4589,4472370.54633
4590,5969531.47732
4591,4702885.69366
4592,3567390.56536
4593,6883730.69186
4594,3138022.46918
4595,4060642.07758
4596,6561447.94722
4597,6491698.50216
4598,4050768.42962
4599,5128489.33223
4600,5466060.12399
4601,3118452.9302
4602,5052209.43256
4603,4054246.15104
4604,4488169.29374
4605,4917202.99419
4606,7529079.71459
4607,6981460.5462
4608,11034771.4212
4609,5444380.27645
4610,3670124.09469
4611,6480628.95719
4612,3595591.84141
4613,6177265.86822
4614,6840110.22787
4615,5834564.10658
4616,7587460.7046
4617,4498247.72606
4618,3432538.36219
4619,4065551.81452
4620,9190715.5054
4621,6228015.25441
4622,5204175.54129
4623,12570110.967
4624,5320803.31781
4625,5378441.52126
4626,3730250.38281
4627,1898668.60688
4628,5473918.62235
4629,5358428.09621
4630,7270468.94214
4631,4630525.18582
4632,3368782.5318
4633,2594069.85384
4634,2568218.21542
4635,11044285.3301
4636,6776789.08363
4637,6392496.25578
4638,6962529.11705
4639,11665590.8165
4640,5359925.52616
4641,7139503.39222
4642,5040177.73005
4643,7407226.33487
4644,5153129.92397
4645,2759891.15582
4646,6565607.78976
4647,4323513.71726
4648,3780729.91267
4649,3160853.39146
4650,5188534.39511
4651,3338403.67927
4652,6701459.14921
4653,8403123.03173
4654,9893301.95536
4655,5119612.17811
4656,10567123.0523
4657,7683493.06368
4658,5674805.92046
4659,21977869.3688
4660,12751081.9947
4661,3526980.56163
4662,5909151.75729
4664,7184199.23816
4665,3295611.04116
4666,4917044.34355
4667,6027201.69357
4668,3441778.11143
4669,3753752.70462
4670,2461190.99081
4671,2547659.93848
4672,2990778.39763
4673,7316577.44468
4674,7113359.2429
4675,20069562.9696
4676,2230058.03789
4677,6799513.17027
4678,4364530.65929
4679,6448268.23689
4680,5211361.99251
4681,23144760.6201
4682,4280257.02063
4683,4300994.30635
4684,5087767.82073
4685,8936074.93387
4686,1360364.19353
4687,6596223.83082
4688,5280574.85753
4689,3319274.49247
4690,2716295.1006
4691,4068762.18002
4692,3378598.73938
4693,6832385.89892
4694,3198315.00815
4695,5185228.49165
4696,2480837.1796
4697,6623698.4777
4698,4373439.69823
4699,11045015.8602
4700,5410082.89878
4701,7120892.09487
4702,2483288.93199
4703,10581956.1515
4704,5716724.30968
4705,5307009.96379
4706,2746727.72034
4707,3286968.77545
4708,4959894.60874
4709,4388700.64251
4710,5759848.376
4711,2162828.16085
4712,2460247.45526
4713,5508120.57368
4714,4309861.3608
4715,5052554.60968
4716,2856018.33418
4717,7509033.16567
4718,14780082.7834
4719,5256733.95497
4720,8805732.43367
4721,11261894.5435
4722,9426116.00511
4723,10506210.7831
4724,5649969.08565
4725,8462072.26744
4726,10853421.4316
4727,5198571.27819
4728,7232962.36431
4729,5566446.68082
4730,5337483.45913
4731,5114850.76418
4732,7300419.40577
4733,7542252.67183
4734,3468123.92573
4735,17037791.9575
4736,7278004.80774
4737,4366251.5995
4738,5324385.30844
4739,6952048.64969
4740,2987954.67414
4741,5711869.19171
4742,11404088.8078
4743,3380060.29832
4744,3703184.7281
4745,5347169.09603
4746,2974416.86935
4747,9073748.18361
4748,6686498.4008
4749,3928531.4538
4750,2959507.74172
4751,3565783.20365
4752,3301115.25059
4753,5288864.04656
4754,5740827.16999
4755,6607892.35973
4756,5547398.22686
4757,4666856.87745
4758,4250839.34304
4759,3244013.21346
4760,1451596.22554
4761,7501666.80768
4762,11571464.8669
4763,5483102.9462
4764,3019552.59831
4765,5630300.57269
4766,3020903.81785
4767,3945779.40673
4768,8738236.37168
4769,3154704.7495
4770,6297833.53247
4771,5915791.23015
4772,5829676.88495
4773,5018050.62955
4774,3106640.67974
4775,5872567.60603
4776,2212187.85436
4777,3981493.14264
4778,3178551.75136
4779,11218347.998
4780,9592312.67825
4781,5087888.81861
4782,6050813.53811
4783,3965995.47145
4784,7756683.43364
4785,3513777.43281
4786,6410418.02693
4787,8142223.15417
4788,3482353.12461
4789,7996188.00891
4790,3816966.80024
4791,5173858.53145
4792,12384465.9442
4793,6935827.4146
4794,6244091.64122
4796,16984919.6999
4797,4993840.11861
4798,7798020.72668
4799,5753309.3587
4800,4110290.54825
4801,6205149.93383
4802,3066389.80167
4803,13383966.4054
4804,10237932.085
4805,2992061.51785
4806,3047250.01323
4807,3201280.61989
4808,5279303.69322
4809,3244783.07403
4810,5456872.33301
4811,5193227.98142
4812,4794404.1778
4813,4838221.57634
4814,4929738.26512
4815,2890240.26158
4816,2032438.89103
4817,4301647.94975
4818,7053776.41865
4819,6715390.50785
4820,4343265.91431
4821,3453199.40055
4822,3696782.9233
4823,5314551.43055
4824,3836845.97031
4825,3418959.28216
4826,9870740.78547
4827,4415082.97508
4828,8992894.06425
4829,2443097.02434
4830,7275882.54937
4831,4375138.69329
4832,3947892.58263
4833,5193814.15411
4834,7939699.16203
4835,6709204.80429
4836,4266181.10163
4837,6700007.98507
4838,6755569.46415
4839,6114479.85688
4840,5364072.08983
4841,6528737.78004
4842,8987168.02192
4844,3323382.93722
4845,5530125.78384
4846,5224552.17952
4847,3300240.31613
4848,5326565.12614
4849,3760107.32148
4851,4379881.04725
4852,3410400.08914
4853,11472767.3401
4854,4953028.61133
4855,3270712.38337
4856,4271930.61206
4857,2266117.52668
4858,6065243.613
4859,6054452.79875
4860,2866246.1979
4861,4134902.26056
4862,4269468.48463
4863,6072933.71421
4864,7606283.10915
4865,2833941.96847
4866,3861493.22042
4867,7052446.65839
4868,7001513.83725
4869,4180603.99207
4870,4114809.27135
4871,5998038.38875
4872,2978639.74081
4873,4121732.32301
4874,3815080.6076
4875,7648616.82837
4876,4256518.42203
4877,5801906.38889
4878,3147619.60214
4879,6245009.87032
4880,4314686.9966
4881,4363348.92308
4882,5987676.87155
4883,3567766.04618
4884,11275369.6591
4885,3401575.60804
4886,12048398.864
4887,3189323.20323
4888,3839078.88172
4889,4436937.22724
4890,4865708.7579
4891,2319659.80132
4892,2970298.83414
4893,6651025.11117
4894,5493549.82359
4895,4916566.93049
4896,6263885.30823
4897,5317858.26176
4898,4183453.99797
4899,10746740.2615
4900,4414528.14116
4901,3516120.38537
4903,5758285.91461
4904,5410124.53863
4905,8041819.94595
4906,4046871.066
4907,4812352.61178
4908,2034625.31437
4909,7055033.60376
4910,3644287.07927
4911,6194321.91135
4912,10561462.4296
4913,4122741.88223
4914,4256285.39613
4915,8013483.28459
4916,10065867.5464
4917,3797868.3642
4918,5304233.30367
4919,10376962.867
4920,7661664.00005
4921,4967795.44413
4922,7231372.90718
4923,2636502.6223
4924,8078969.82731
4925,4620044.91255
4926,5342530.70371
4927,5582967.95551
4928,5393906.91741
4929,5539481.72786
4930,3711756.42338
4931,3370084.70331
4932,2886171.30775
4933,4602417.29754
4934,5065190.57669
4935,4073533.48394
4936,12381746.7982
4937,4629272.38261
4938,10067119.9184
4939,6278939.20409
4940,16085334.753
4941,16024638.6855
4942,5140533.99347
4943,5962536.31752
4944,2710833.29218
4945,2319362.28944
4946,6091590.74325
4947,6542321.65574
4948,2776443.1634
4949,4608433.24525
4950,8122390.46359
4951,9767144.70392
4952,4095391.24151
4953,9506666.98485
4954,6678430.02812
4955,6188804.63929
4956,6401426.60916
4957,6161693.65718
4958,2459694.49822
4959,2911767.65805
4960,4569155.77483
4961,5952665.43107
4962,2280488.17771
4963,4296995.02172
4964,8960377.39799
4965,5953923.29903
4967,5536861.68922
4968,5301271.48499
4969,4980830.78441
4970,7260292.1725
4971,5650247.39496
4972,7193772.12276
4973,3247009.65205
4974,6785161.41766
4975,9902175.63471
4976,3762599.21764
4977,8098652.16393
4978,6799678.85283
4979,5503142.4528
4980,3914182.62801
4981,6706564.92329
4982,5550815.42398
4983,5435713.73733
4984,3470615.13797
4985,2802954.29219
4986,5557552.60587
4987,4935064.37321
4988,8588959.0457
4989,3768892.99819
4990,11723266.9077
4991,4671091.67569
4992,4362649.05021
4993,5968573.98687
4994,7034207.65925
4995,7076327.09466
4996,3930719.16469
4997,7144906.09293
4998,9789951.45636
4999,7200591.25735
5000,4826872.04385
5001,3569692.71982
5002,3402084.62518
5003,3886271.55293
5004,5379980.61146
5005,6306435.06696
5006,3913133.13084
5007,5489508.94498
5008,3547282.10837
5009,6439760.758
5010,3404166.9543
5011,3900525.59821
5012,4775330.95688
5013,4673214.84926
5015,3999289.12276
5016,5741474.42145
5018,8290927.15903
5019,7746069.42715
5020,3327612.14968
5021,10778314.3445
5022,7189662.8528
5023,8237171.47015
5024,14601694.3544
5025,2328375.96684
5026,5020953.94358
5027,3417143.20847
5028,6323201.12278
5029,8273779.44909
5030,8023987.15946
5031,6325971.9307
5032,5693576.8495
5033,4343620.27768
5034,4393685.61851
5035,3755145.8981
5036,5193936.3599
5037,3107966.27668
5038,6579439.63629
5039,4466857.6989
5040,2522465.49522
5041,11958914.1463
5042,7911071.31554
5043,4668649.02446
5044,4112426.25059
5045,3483422.02
5046,5054450.11792
5047,6167182.99581
5048,9825516.88581
5049,3399777.58966
5050,3789112.85957
5051,5908673.56952
5052,4568061.34896
5053,8477604.82982
5054,5418977.5547
5055,4890948.66859
5056,9381639.14127
5057,8861892.64744
5058,6279917.32066
5059,4702962.55997
5061,4082822.1832
5062,5693996.4895
5063,3937296.9405
5065,3292638.85487
5066,8380288.67087
5067,7422413.16949
5068,16134243.4976
5069,7670949.33166
5070,4097015.94522
5071,4477185.80601
5072,6887438.2467
5073,2927457.486
5074,4854550.5299
5075,2946571.68897
5076,7035793.35747
5077,2937222.58067
5078,3319443.06527
5079,3673088.35714
5080,13699813.7172
5081,3837091.3197
5082,5737563.65794
5083,6951394.58339
5084,3190793.32314
5085,24423741.637
5086,8403709.29633
5087,5791222.68074
5088,12672560.5388
5089,6810375.92261
5090,5225235.29111
5091,3077718.40382
5092,8367679.36633
5093,8507998.0087
5094,2617624.62538
5095,11754537.854
5096,3410670.74
5097,2629765.49917
5098,6751172.94301
5099,3821655.29234
5100,2648758.93016
5101,4979556.72436
5102,11267071.4663
5103,6476270.99722
5105,3574496.26529
5106,4279450.01138
5107,4893842.25422
5108,1712286.07053
5109,6947665.66461
5110,5711897.89522
5111,3669598.6015
5112,4378251.21715
5113,4649919.12721
5114,3841777.76352
5115,4551455.08172
5116,4463474.73448
5117,3991380.47467
5118,7902016.76889
5119,5658468.63734
5120,6491359.16466
5121,4987854.3755
5122,6419628.58362
5123,5661312.44756
5124,3077767.408
5125,7040934.86574
5126,6791221.36254
5127,3951680.60368
5128,3972977.04143
5129,7584138.72132
5130,9302316.09198
5131,2512016.39333
5132,3428296.13749
5133,10682338.5862
5134,4271053.71141
5135,3551763.71444
5136,2718810.85134
5137,4148517.87785
5138,4006749.57502
5139,7799798.85701
5140,5030362.39093
5141,6683140.92972
5142,9787156.88196
5143,5530560.20342
5144,2722324.0252
5145,2713746.02213
5146,6341229.99912
5147,5344707.95295
5148,3821797.06904
5149,5635065.2663
5150,7440008.9531
5152,6894716.34537
5153,5973521.31855
5154,7349654.42787
5155,5496886.88596
5156,3514346.36401
5157,7168646.68193
5158,1912331.36375
5159,5405278.40242
5160,3651753.4211
5161,5222860.15817
5162,3709030.1939
5163,8137712.2856
5164,7840432.8987
5165,5405275.91053
5166,10798470.7888
5167,4329177.00719
5168,9282622.41022
5169,3437885.29539
5170,3437572.08102
5171,5435124.7799
5172,974793.05303
5173,9468082.71643
5174,4693965.81615
5175,5010313.37955
5176,5925714.68479
5177,11517601.3611
5178,5659296.25691
5179,8045640.58445
5180,7415742.13827
5181,8531707.13536
5182,5919208.23919
5183,9345247.9118
5184,4489907.85862
5185,4976392.04605
5186,10954899.6308
5187,2109825.14249
5188,4455454.71676
5189,2601268.37546
5190,4488069.1292
5191,7027463.9619
5192,4376531.77667
5193,11349680.0588
5194,3451483.93889
5195,8136008.81094
5196,4869890.19705
5197,3971213.59829
5198,6855284.6313
5199,3571819.33204
5200,4109639.28924
5201,8098629.94202
5202,3686001.78511
5203,3981896.14583
5204,5435675.58152
5205,5034796.10436
5206,12013685.1838
5207,5507961.33449
5208,3843109.03112
5209,3073440.28309
5210,7310704.53677
5211,10127246.3663
5212,5237241.91152
5213,5681849.44708
5214,6073462.16316
5215,7247454.07622
5216,4139775.80146
5217,5994158.212
5218,5843806.07117
5219,5725220.67191
5220,4560407.11798
5221,4113907.77634
5222,4230634.48223
5223,2882302.85238
5224,6758584.06766
5226,4796548.62593
5227,5373775.06324
5228,6743485.59378
5229,3014291.88494
5230,6414237.45408
5232,2747101.47808
5233,6516346.21392
5234,5619687.96916
5235,4144033.9564
5236,5455025.52677
5237,5012550.20948
5238,8473713.80385
5240,4244364.4153
5241,2247538.74147
5242,8008985.2652
5243,8148385.77201
5244,6987060.9095
5245,5029725.55875
5246,10332330.0006
5247,2196911.70302
5248,2616481.19675
5249,5557205.77513
5250,3225290.46032
5251,6637108.27587
5252,6655142.29744
5253,4072572.38762
5254,4209832.08151
5255,11677085.586
5256,2685872.97019
5257,3205734.80849
5258,5440633.93607
5259,6482090.58825
5260,3248695.77435
5261,5556414.28977
5262,5476310.04205
5263,9982700.324
5264,2551761.19745
5265,4670160.46416
5266,7011989.70197
5267,2847640.75304
5268,7181039.68376
5269,11183636.4117
5270,4970855.66637
5271,5901738.87866
5272,7625187.93586
5273,5801430.60035
5274,10936133.489
5275,7806287.14247
5276,4200288.06148
5277,5849338.90358
5279,7651190.86627
5280,3375382.70697
5281,5154570.77738
5282,3448489.33585
5283,4883100.85254
5284,4591323.20468
5285,9309446.87162
5286,7132516.5533
5287,2886766.84103
5288,5976995.3268
5289,2741257.85896
5290,4597846.43922
5291,7591652.17569
5292,5572316.65414
5293,3267644.4366
5294,4851556.01655
5295,6463585.84065
5296,3178301.98897
5297,5750285.00559
5299,4259767.42764
5300,29180651.0421
5301,3664842.71952
5302,12568382.037
5303,4740676.74962
5304,3944090.31971
5305,2739255.69457
5306,4838137.94046
5307,5410284.94766
5308,5913746.33909
5309,3168667.40149
5310,2831312.12328
5311,9219052.62815
5312,4772461.14543
5313,6275631.32549
5314,3860918.48646
5315,3141965.38874
5316,5607723.83503
5317,3962413.63803
5318,3318419.40118
5319,4818747.40553
5321,5441478.87998
5322,4965401.58285
5323,5054855.34547
5324,3720025.14498
5325,5525534.82378
5326,3958809.79401
5327,3234188.11771
5328,4072997.06202
5329,6951339.50602
5330,4602085.51286
5331,5488576.42093
5332,8275001.975
5333,7551683.29799
5334,6102446.10271
5335,4542248.66274
5336,15574077.229
5337,6274711.96319
5338,5500732.13597
5339,5716884.98281
5340,2993850.08718
5341,3531148.60061
5342,10168910.9833
5343,6256986.86601
5344,5316567.92548
5345,5371139.18581
5346,2175985.96361
5347,5845398.82281
5348,10478507.3155
5349,2811197.65307
5350,2346166.88885
5351,24197165.9802
5352,4033561.78172
5353,3785090.3092
5354,6300734.29626
5355,5361268.0179
5356,4898552.44542
5357,4229585.96559
5358,7054248.11935
5359,13373630.7145
5360,5523410.47039
5361,2374765.99251
5362,6226721.61593
5363,3087341.27838
5364,4702646.25778
5365,4630482.95886
5366,2801873.88496
5367,8592324.04652
5368,4272642.16955
5369,5459306.7935
5370,3472645.00461
5371,14067083.8284
5372,5789517.05498
5373,16977675.6613
5374,5122506.44002
5375,5331382.1652
5376,5843735.3827
5377,5623500.6948
5378,5784897.37995
5379,3228494.43604
5381,6088169.59837
5382,5690782.94197
5383,5969290.98085
5384,2876422.41506
5385,2820214.26757
5386,12437848.7898
5387,2821225.69686
5388,2114760.81416
5389,2890904.85921
5390,3044807.29634
5391,4227168.26183
5392,7768748.23813
5393,2264114.44481
5394,4382537.13936
5395,6844240.52354
5396,4402258.67111
5398,4153521.23088
5399,3661437.71827
5400,5575197.42391
5401,7478296.86106
5402,6593525.0456
5403,4040886.8261
5404,5807655.45683
5405,3858203.1749
5406,4393088.21154
5407,7906015.96476
5408,5831976.54926
5409,2372444.82449
5410,3889316.86219
5411,7015744.48315
5412,10139014.8821
5413,3934796.34073
5414,10974786.6732
5415,3471021.02837
5416,5729864.97545
5417,24141552.7348
5418,5421219.24517
5419,7220571.45102
5420,5231609.16794
5421,5611684.27183
5422,6150909.38318
5423,2380265.06256
5424,7240005.80602
5425,5329018.25642
5426,3915093.79901
5427,5525207.92238
5428,7435245.41502
5429,2994835.90288
5430,2033720.77351
5431,15567959.6105
5432,2952733.99092
5433,7955634.86755
5434,7080695.5645
5435,4198386.57645
5436,5442813.02481
5437,4869749.79998
5438,6415118.20666
5439,4106865.46325
5440,3349251.2904
5441,2977027.03557
5442,5219769.4051
5443,2378765.4269
5444,3154803.42848
5445,4590096.83703
5446,11997930.0317
5447,2736705.81913
5448,7125891.34182
5449,5026705.64291
5450,9261662.35952
5451,8383830.76374
5452,5504464.27697
5453,5477844.69032
5454,6622003.14716
5455,3397121.24467
5456,2781485.17842
5457,6228596.84334
5458,7910439.483
5459,8628053.11477
5460,6021727.76794
5461,7529353.13823
5463,7217571.8082
5464,5487503.71829
5465,4372677.4019
5466,1109280.22286
5467,5526032.38224
5468,14131690.6198
5469,3190620.93381
5470,5255403.56471
5471,5536301.31172
5472,5597309.78159
5473,6985745.3107
5474,5696912.13035
5475,5469892.10815
5476,3629621.05926
5477,3448505.23184
5478,5492407.64524
5479,2934614.70709
5480,6060666.28357
5481,5450161.55563
5482,6530589.32106
5483,6810423.38465
5484,3308302.69692
5485,6344050.18384
